"_bkt","_cd","_eventtype_color","_indextime","_raw","_serial","_si","_sourcetype","_subsecond","_time",eventtype,host,index,linecount,"metric.labels.instance_name","metric.type",metricKind,"points{}.interval.endTime","points{}.interval.startTime","points{}.value.doubleValue",punct,"resource.labels.instance_id","resource.labels.project_id","resource.labels.zone","resource.type",source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timestamp,valueType
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:55661",,1643796734,"{""metric"": {""labels"": {""instance_name"": ""app-instance-1""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""project_id"": ""pauld-gcp-project"", ""zone"": ""us-west1-b"", ""instance_id"": ""2960055703714448585""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:10:00Z"", ""endTime"": ""2022-02-02T10:10:00Z""}, ""value"": {""doubleValue"": 0.003918709203126743}}]}",0,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796600.0",,None,"gcp_metrics",1,"app-instance-1","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:10:00Z","2022-02-02T10:10:00Z","0.003918709203126743","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2960055703714448585,"pauld-gcp-project","us-west1-b","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:55645",,1643796734,"{""metric"": {""labels"": {""instance_name"": ""app-instance-2""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""project_id"": ""pauld-gcp-project"", ""zone"": ""us-central1-a"", ""instance_id"": ""2859763823601143122""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:10:00Z"", ""endTime"": ""2022-02-02T10:10:00Z""}, ""value"": {""doubleValue"": 0.000624149630990208}}]}",1,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796600.0",,None,"gcp_metrics",1,"app-instance-2","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:10:00Z","2022-02-02T10:10:00Z","0.000624149630990208","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2859763823601143122,"pauld-gcp-project","us-central1-a","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:55630",,1643796734,"{""metric"": {""labels"": {""instance_name"": ""instance-1""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-central1-a"", ""instance_id"": ""265945185632234387"", ""project_id"": ""pauld-gcp-project""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:10:00Z"", ""endTime"": ""2022-02-02T10:10:00Z""}, ""value"": {""doubleValue"": 0.009281229769343705}}]}",2,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796600.0",,None,"gcp_metrics",1,"instance-1","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:10:00Z","2022-02-02T10:10:00Z","0.009281229769343705","{"""":_{"""":_{"""":_""-""},_"""":_""..///""},_"""":_{"""":_"""",_""""",265945185632234387,"pauld-gcp-project","us-central1-a","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:55946",,1643796735,"{""metric"": {""labels"": {""instance_name"": ""db-2""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""project_id"": ""adept-lodge-251409"", ""instance_id"": ""6850204215896052188"", ""zone"": ""us-central1-a""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:09:00Z"", ""endTime"": ""2022-02-02T10:09:00Z""}, ""value"": {""doubleValue"": 0.01036232015033723}}]}",3,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796540.0",,None,"gcp_metrics",1,"db-2","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:09:00Z","2022-02-02T10:09:00Z","0.01036232015033723","{"""":_{"""":_{"""":_""-""},_"""":_""..///""},_"""":_{"""":_"""",_""""",6850204215896052188,"adept-lodge-251409","us-central1-a","gce_instance","adept-lodge-251409:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:55931",,1643796735,"{""metric"": {""labels"": {""instance_name"": ""db""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""instance_id"": ""5549871715636060291"", ""project_id"": ""adept-lodge-251409"", ""zone"": ""us-central1-a""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:09:00Z"", ""endTime"": ""2022-02-02T10:09:00Z""}, ""value"": {""doubleValue"": 0.011882741128571676}}]}",4,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796540.0",,None,"gcp_metrics",1,db,"compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:09:00Z","2022-02-02T10:09:00Z","0.011882741128571676","{"""":_{"""":_{"""":_""""},_"""":_""..///""},_"""":_{"""":_"""",_"""":",5549871715636060291,"adept-lodge-251409","us-central1-a","gce_instance","adept-lodge-251409:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:54686",,1643796552,"{""metric"": {""labels"": {""instance_name"": ""app-instance-1""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-west1-b"", ""project_id"": ""pauld-gcp-project"", ""instance_id"": ""2960055703714448585""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:07:00Z"", ""endTime"": ""2022-02-02T10:07:00Z""}, ""value"": {""doubleValue"": 0.005239114833401478}}]}",5,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796420.0",,None,"gcp_metrics",1,"app-instance-1","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:07:00Z","2022-02-02T10:07:00Z","0.005239114833401478","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2960055703714448585,"pauld-gcp-project","us-west1-b","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:54670",,1643796552,"{""metric"": {""labels"": {""instance_name"": ""app-instance-2""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""instance_id"": ""2859763823601143122"", ""project_id"": ""pauld-gcp-project"", ""zone"": ""us-central1-a""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:07:00Z"", ""endTime"": ""2022-02-02T10:07:00Z""}, ""value"": {""doubleValue"": 0.0005488094763743826}}]}",6,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796420.0",,None,"gcp_metrics",1,"app-instance-2","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:07:00Z","2022-02-02T10:07:00Z","0.0005488094763743826","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2859763823601143122,"pauld-gcp-project","us-central1-a","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:54655",,1643796552,"{""metric"": {""labels"": {""instance_name"": ""instance-1""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-central1-a"", ""instance_id"": ""265945185632234387"", ""project_id"": ""pauld-gcp-project""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:07:00Z"", ""endTime"": ""2022-02-02T10:07:00Z""}, ""value"": {""doubleValue"": 0.01035343010539691}}]}",7,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796420.0",,None,"gcp_metrics",1,"instance-1","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:07:00Z","2022-02-02T10:07:00Z","0.01035343010539691","{"""":_{"""":_{"""":_""-""},_"""":_""..///""},_"""":_{"""":_"""",_""""",265945185632234387,"pauld-gcp-project","us-central1-a","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:54534",,1643796494,"{""metric"": {""labels"": {""instance_name"": ""db-2""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-central1-a"", ""project_id"": ""adept-lodge-251409"", ""instance_id"": ""6850204215896052188""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:05:00Z"", ""endTime"": ""2022-02-02T10:05:00Z""}, ""value"": {""doubleValue"": 0.1437562595219788}}]}",8,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796300.0",,None,"gcp_metrics",1,"db-2","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:05:00Z","2022-02-02T10:05:00Z","0.1437562595219788","{"""":_{"""":_{"""":_""-""},_"""":_""..///""},_"""":_{"""":_"""",_""""",6850204215896052188,"adept-lodge-251409","us-central1-a","gce_instance","adept-lodge-251409:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:54519",,1643796494,"{""metric"": {""labels"": {""instance_name"": ""db""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-central1-a"", ""project_id"": ""adept-lodge-251409"", ""instance_id"": ""5549871715636060291""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:05:00Z"", ""endTime"": ""2022-02-02T10:05:00Z""}, ""value"": {""doubleValue"": 0.007336571493931387}}]}",9,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643796300.0",,None,"gcp_metrics",1,db,"compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:05:00Z","2022-02-02T10:05:00Z","0.007336571493931387","{"""":_{"""":_{"""":_""""},_"""":_""..///""},_"""":_{"""":_"""",_"""":",5549871715636060291,"adept-lodge-251409","us-central1-a","gce_instance","adept-lodge-251409:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
