"_bkt","_cd","_eventtype_color","_indextime","_raw","_serial","_si","_sourcetype","_time","ancestors{}","asset_type",eventtype,host,index,linecount,name,punct,"resource.data.creationTimestamp","resource.data.description","resource.data.fingerprint","resource.data.id","resource.data.name","resource.data.namedPorts{}.name","resource.data.namedPorts{}.port","resource.data.network","resource.data.selfLink","resource.data.size","resource.data.subnetwork","resource.data.zone","resource.discovery_document_uri","resource.discovery_name","resource.location","resource.parent","resource.version",source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timestamp,"update_time"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:46428014",,1643709696,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",0,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643709696,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643709604.0147831","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:43118063",,1643706025,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",1,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643706025,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643706004.704044","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:39864042",,1643702426,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",2,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643702426,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643702405.0060592","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:36663994",,1643698821,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",3,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643698821,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643698805.9164183","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:33464537",,1643695222,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",4,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643695222,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643695205.9644349","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:30259094",,1643691623,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",5,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643691623,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643691604.643254","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:27013002",,1643688019,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",6,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643688019,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643688004.1597161","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:23852789",,1643684501,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",7,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643684501,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643684404.4369392","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:20641734",,1643680897,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",8,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643680897,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643680804.553003","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
"gcp_events~67~FF2D585F-A9D3-4BB3-B752-80C3045D397A","67:17317741",,1643677224,"{""name"":""//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""asset_type"":""compute.googleapis.com/InstanceGroup"",""resource"":{""version"":""v1"",""discovery_document_uri"":""https://www.googleapis.com/discovery/v1/apis/compute/v1/rest"",""discovery_name"":""InstanceGroup"",""parent"":""//cloudresourcemanager.googleapis.com/projects/486938491863"",""data"":{""creationTimestamp"":""2021-10-28T08:25:26.374-07:00"",""description"":"""",""fingerprint"":""wXWZ5usMPdQ="",""id"":""7605167854888386057"",""name"":""instance-group-1"",""namedPorts"":[{""name"":""https"",""port"":443}],""network"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default"",""selfLink"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1"",""size"":2,""subnetwork"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default"",""zone"":""https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a""},""location"":""us-central1-a""},""ancestors"":[""projects/486938491863"",""organizations/100979872241""],""update_time"":""2022-01-31T12:09:10.773991Z""}",9,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_events","google:gcp:assets",1643677224,"projects/486938491863
organizations/100979872241","compute.googleapis.com/InstanceGroup",,"54.246.174.122:8088","gcp_events",1,"//compute.googleapis.com/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1","{"""":""//..//--//--//--"","""":""../"","""":{"""":"""","""":""://.","2021-10-28T08:25:26.374-07:00","","wXWZ5usMPdQ=",7605167854888386057,"instance-group-1",https,443,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/global/networks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a/instanceGroups/instance-group-1",2,"https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/regions/us-central1/subnetworks/default","https://www.googleapis.com/compute/v1/projects/adept-lodge-251409/zones/us-central1-a","https://www.googleapis.com/discovery/v1/apis/compute/v1/rest",InstanceGroup,"us-central1-a","//cloudresourcemanager.googleapis.com/projects/486938491863",v1,"assets_bucket_ite/example-assets1643677204.660455","google:gcp:assets","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,"2022-01-31T12:09:10.773991Z"
