"_time",host,instance,index,object,"processor_idle_time","tmp_epochtime"
"2021-07-01T15:08:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.598733",1625152110
"2021-07-01T15:09:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.867793",1625152140
"2021-07-01T15:09:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.334546",1625152170
"2021-07-01T15:10:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.968122",1625152200
"2021-07-01T15:10:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.936353",1625152230
"2021-07-01T15:11:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.763038",1625152260
"2021-07-01T15:11:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"89.066857",1625152290
"2021-07-01T15:12:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.729927",1625152320
"2021-07-01T15:12:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.778436",1625152350
"2021-07-01T15:13:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.030586",1625152380
"2021-07-01T15:13:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.689758",1625152410
"2021-07-01T15:14:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.857347",1625152440
"2021-07-01T15:14:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.988811",1625152470
"2021-07-01T15:15:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.873364",1625152500
"2021-07-01T15:15:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"92.043107",1625152530
"2021-07-01T15:16:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.907246",1625152560
"2021-07-01T15:16:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"84.942160",1625152590
"2021-07-01T15:17:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.574643",1625152620
"2021-07-01T15:17:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"92.078372",1625152650
"2021-07-01T15:18:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.764499",1625152680
"2021-07-01T15:18:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.499115",1625152710
"2021-07-01T15:19:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.831664",1625152740
"2021-07-01T15:19:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.608575",1625152770
"2021-07-01T15:20:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.811066",1625152800
"2021-07-01T15:20:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.898883",1625152830
"2021-07-01T15:21:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.843425",1625152860
"2021-07-01T15:21:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"89.115952",1625152890
"2021-07-01T15:22:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.840949",1625152920
"2021-07-01T15:22:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.126393",1625152950
"2021-07-01T15:23:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.412890",1625152980
"2021-07-01T15:23:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.538291",1625153010
"2021-07-01T15:24:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.433449",1625153040
"2021-07-01T15:24:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.010965",1625153070
"2021-07-01T15:25:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.800519",1625153100
"2021-07-01T15:25:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.470265",1625153130
"2021-07-01T15:26:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.688696",1625153160
"2021-07-01T15:26:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"84.614857",1625153190
"2021-07-01T15:27:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.059549",1625153220
"2021-07-01T15:27:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.926120",1625153250
"2021-07-01T15:28:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"96.452416",1625153280
"2021-07-01T15:28:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.566917",1625153310
"2021-07-01T15:29:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.039647",1625153340
"2021-07-01T15:29:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.609986",1625153370
"2021-07-01T15:30:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.007696",1625153400
"2021-07-01T15:30:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.874212",1625153430
"2021-07-01T15:31:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.845642",1625153460
"2021-07-01T15:31:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"89.320295",1625153490
"2021-07-01T15:32:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.064835",1625153520
"2021-07-01T15:32:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.770726",1625153550
"2021-07-01T15:33:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.098265",1625153580
"2021-07-01T15:33:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.498365",1625153610
"2021-07-01T15:34:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.033636",1625153640
"2021-07-01T15:34:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.502992",1625153670
"2021-07-01T15:35:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.651474",1625153700
"2021-07-01T15:35:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.820898",1625153730
"2021-07-01T15:36:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.077511",1625153760
"2021-07-01T15:36:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"84.584471",1625153790
"2021-07-01T15:37:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.825677",1625153820
"2021-07-01T15:37:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.826862",1625153850
"2021-07-01T15:38:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.787603",1625153880
"2021-07-01T15:38:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.572240",1625153910
"2021-07-01T15:39:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.814649",1625153940
"2021-07-01T15:39:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"88.327644",1625153970
"2021-07-01T15:40:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.213059",1625154000
"2021-07-01T15:40:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"81.229543",1625154030
"2021-07-01T15:41:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"96.309678",1625154060
"2021-07-01T15:41:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"88.350147",1625154090
"2021-07-01T15:42:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.758425",1625154120
"2021-07-01T15:42:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.841891",1625154150
"2021-07-01T15:43:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.942259",1625154180
"2021-07-01T15:43:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.432466",1625154210
"2021-07-01T15:44:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.008032",1625154240
"2021-07-01T15:44:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.923337",1625154270
"2021-07-01T15:45:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.000772",1625154300
"2021-07-01T15:45:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.514650",1625154330
"2021-07-01T15:46:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.077218",1625154360
"2021-07-01T15:46:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"84.824055",1625154390
"2021-07-01T15:47:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.898772",1625154420
"2021-07-01T15:47:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.833904",1625154450
"2021-07-01T15:48:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.129920",1625154480
"2021-07-01T15:48:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.397743",1625154510
"2021-07-01T15:49:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.999826",1625154540
"2021-07-01T15:49:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.745530",1625154570
"2021-07-01T15:50:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.904073",1625154600
"2021-07-01T15:50:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.545745",1625154630
"2021-07-01T15:51:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.103023",1625154660
"2021-07-01T15:51:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"88.454325",1625154690
"2021-07-01T15:52:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.954803",1625154720
"2021-07-01T15:52:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.790042",1625154750
"2021-07-01T15:53:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.023475",1625154780
"2021-07-01T15:53:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.328322",1625154810
"2021-07-01T15:54:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.944060",1625154840
"2021-07-01T15:54:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.699838",1625154870
"2021-07-01T15:55:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.977188",1625154900
"2021-07-01T15:55:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.433558",1625154930
"2021-07-01T15:56:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.727039",1625154960
"2021-07-01T15:56:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"85.450277",1625154990
"2021-07-01T15:57:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.061737",1625155020
"2021-07-01T15:57:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.031136",1625155050
"2021-07-01T15:58:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.359092",1625155080
"2021-07-01T15:58:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.489934",1625155110
"2021-07-01T15:59:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.034343",1625155140
"2021-07-01T15:59:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.756099",1625155170
"2021-07-01T16:00:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.006761",1625155200
"2021-07-01T16:00:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.658934",1625155230
"2021-07-01T16:01:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.119874",1625155260
"2021-07-01T16:01:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"88.953333",1625155290
"2021-07-01T16:02:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.800239",1625155320
"2021-07-01T16:02:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.877708",1625155350
"2021-07-01T16:03:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.802742",1625155380
"2021-07-01T16:03:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.924963",1625155410
"2021-07-01T16:04:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.859265",1625155440
"2021-07-01T16:04:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.815688",1625155470
"2021-07-01T16:05:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.060120",1625155500
"2021-07-01T16:05:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.663676",1625155530
"2021-07-01T16:06:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"96.735224",1625155560
"2021-07-01T16:06:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"84.531570",1625155590
"2021-07-01T16:07:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.752317",1625155620
"2021-07-01T16:07:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.411161",1625155650
"2021-07-01T16:08:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.722977",1625155680
"2021-07-01T16:08:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"92.166862",1625155710
"2021-07-01T16:09:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.086042",1625155740
"2021-07-01T16:09:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.510744",1625155770
"2021-07-01T16:10:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.122458",1625155800
"2021-07-01T16:10:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.531178",1625155830
"2021-07-01T16:11:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.931086",1625155860
"2021-07-01T16:11:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"89.057727",1625155890
"2021-07-01T16:12:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.929851",1625155920
"2021-07-01T16:12:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.899861",1625155950
"2021-07-01T16:13:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.673828",1625155980
"2021-07-01T16:13:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.586347",1625156010
"2021-07-01T16:14:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.194380",1625156040
"2021-07-01T16:14:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.873431",1625156070
"2021-07-01T16:15:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.607135",1625156100
"2021-07-01T16:15:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"92.020774",1625156130
"2021-07-01T16:16:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.733997",1625156160
"2021-07-01T16:16:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"84.798270",1625156190
"2021-07-01T16:17:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.823555",1625156220
"2021-07-01T16:17:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.795677",1625156250
"2021-07-01T16:18:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.955190",1625156280
"2021-07-01T16:18:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.769866",1625156310
"2021-07-01T16:19:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.160660",1625156340
"2021-07-01T16:19:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.901195",1625156370
"2021-07-01T16:20:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.004632",1625156400
"2021-07-01T16:20:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.808706",1625156430
"2021-07-01T16:21:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.976564",1625156460
"2021-07-01T16:21:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"89.022445",1625156490
"2021-07-01T16:22:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.780178",1625156520
"2021-07-01T16:22:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.678651",1625156550
"2021-07-01T16:23:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.325160",1625156580
"2021-07-01T16:23:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.674637",1625156610
"2021-07-01T16:24:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.662126",1625156640
"2021-07-01T16:24:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.583379",1625156670
"2021-07-01T16:25:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.806648",1625156700
"2021-07-01T16:25:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.486059",1625156730
"2021-07-01T16:26:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.908847",1625156760
"2021-07-01T16:26:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"84.505940",1625156790
"2021-07-01T16:27:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.835055",1625156820
"2021-07-01T16:27:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.850082",1625156850
"2021-07-01T16:28:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.816658",1625156880
"2021-07-01T16:28:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.625334",1625156910
"2021-07-01T16:29:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.816594",1625156940
"2021-07-01T16:29:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.655945",1625156970
"2021-07-01T16:30:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.835589",1625157000
"2021-07-01T16:30:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.610169",1625157030
"2021-07-01T16:31:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.703980",1625157060
"2021-07-01T16:31:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"89.159292",1625157090
"2021-07-01T16:32:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.775814",1625157120
"2021-07-01T16:32:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.518476",1625157150
"2021-07-01T16:33:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.972336",1625157180
"2021-07-01T16:33:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.578967",1625157210
"2021-07-01T16:34:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.766922",1625157240
"2021-07-01T16:34:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.802010",1625157270
"2021-07-01T16:35:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.961583",1625157300
"2021-07-01T16:35:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.721949",1625157330
"2021-07-01T16:36:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.876192",1625157360
"2021-07-01T16:36:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"85.022072",1625157390
"2021-07-01T16:37:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.695219",1625157420
"2021-07-01T16:37:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"92.166718",1625157450
"2021-07-01T16:38:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.627615",1625157480
"2021-07-01T16:38:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.339960",1625157510
"2021-07-01T16:39:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.947127",1625157540
"2021-07-01T16:39:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.491338",1625157570
"2021-07-01T16:40:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.742601",1625157600
"2021-07-01T16:40:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.692378",1625157630
"2021-07-01T16:41:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.943759",1625157660
"2021-07-01T16:41:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"89.025572",1625157690
"2021-07-01T16:42:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"97.576191",1625157720
"2021-07-01T16:42:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.379949",1625157750
"2021-07-01T16:43:00.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"98.097911",1625157780
"2021-07-01T16:43:30.000+0000","EC2AMAZ-3G1B1SF","_Total","itsi_im_metrics",Processor,"91.597476",1625157810
