"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,id,index,linecount,location,managedBy,name,"properties.creationData.createOption","properties.creationData.imageReference.id","properties.diskIOPSReadWrite","properties.diskMBpsReadWrite","properties.diskSizeGB","properties.diskState","properties.osType","properties.provisioningState","properties.timeCreated",punct,"sku.name","sku.tier",source,sourcetype,"splunk_server","splunk_server_group","subscription_id",tag,"tag::eventtype","tags.Owner","tags.Purpose","tags.aksEngineVersion","tags.creationSource","tags.orchestrator","tags.poolName","tags.resourceNameSuffix",timeendpos,timestartpos,"tmp_epochtime",type,"_raw","_time"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/FROTHLY/providers/Microsoft.Compute/disks/Ryan_OsDisk_1_9484b619a0164b9c836d94ec3f3cceee",main,2,centralus,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/frothly/providers/Microsoft.Compute/virtualMachines/Ryan","Ryan_OsDisk_1_9484b619a0164b9c836d94ec3f3cceee",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/centralus/Publishers/Canonical/ArtifactTypes/VMImage/Offers/UbuntuServer/Skus/18.04-LTS/Versions/18.04.201912180",500,60,30,Reserved,Linux,Succeeded,"2020-09-24T10:28:30.000000+00:00","{"""":_"""",_"""":_""//----////.//"",_"""":_""./"",_"""":_"""",_""""","Standard_LRS",Standard,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,"Ryan Lait",TopologyMapping,,,,,,,,"1600942320.000000","Microsoft.Compute/disks","{""name"": ""Ryan_OsDisk_1_9484b619a0164b9c836d94ec3f3cceee"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/FROTHLY/providers/Microsoft.Compute/disks/Ryan_OsDisk_1_9484b619a0164b9c836d94ec3f3cceee"", ""type"": ""Microsoft.Compute/disks"", ""location"": ""centralus"", ""tags"": {""Owner"": ""Ryan Lait"", ""Purpose"": ""TopologyMapping""}, ""managedBy"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/frothly/providers/Microsoft.Compute/virtualMachines/Ryan"", ""sku"": {""name"": ""Standard_LRS"", ""tier"": ""Standard""}, ""properties"": {""osType"": ""Linux"", ""creationData"": {""createOption"": ""FromImage"", ""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/centralus/Publishers/Canonical/ArtifactTypes/VMImage/Offers/UbuntuServer/Skus/18.04-LTS/Versions/18.04.201912180""}}, ""diskSizeGB"": 30, ""diskIOPSReadWrite"": 500, ""diskMBpsReadWrite"": 60, ""timeCreated"": ""2020-09-24T10:28:30.000000+00:00"", ""provisioningState"": ""Succeeded"", ""diskState"": ""Reserved""}}
","2020-09-24T10:12:00.000+0000"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/disks/Ry-Win10_OsDisk_1_8e4e467763f14cde9d3a557797b88b01",main,2,australiasoutheast,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/Ry-Win10","Ry-Win10_OsDisk_1_8e4e467763f14cde9d3a557797b88b01",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/australiasoutheast/Publishers/MicrosoftWindowsDesktop/ArtifactTypes/VMImage/Offers/Windows-10/Skus/rs5-pro/Versions/17763.1339.2007101755",500,60,127,Attached,Windows,Succeeded,"2020-09-24T10:31:09.000000+00:00","{"""":_""-"",_"""":_""//----////.//-"",_"""":_""./"",_"""":_"""",_","StandardSSD_LRS",Standard,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,Ryan,P5,,,,,,,,"1600942320.000000","Microsoft.Compute/disks","{""name"": ""Ry-Win10_OsDisk_1_8e4e467763f14cde9d3a557797b88b01"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/disks/Ry-Win10_OsDisk_1_8e4e467763f14cde9d3a557797b88b01"", ""type"": ""Microsoft.Compute/disks"", ""location"": ""australiasoutheast"", ""tags"": {""Owner"": ""Ryan"", ""Purpose"": ""P5""}, ""managedBy"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/Ry-Win10"", ""sku"": {""name"": ""StandardSSD_LRS"", ""tier"": ""Standard""}, ""properties"": {""osType"": ""Windows"", ""creationData"": {""createOption"": ""FromImage"", ""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/australiasoutheast/Publishers/MicrosoftWindowsDesktop/ArtifactTypes/VMImage/Offers/Windows-10/Skus/rs5-pro/Versions/17763.1339.2007101755""}}, ""diskSizeGB"": 127, ""diskIOPSReadWrite"": 500, ""diskMBpsReadWrite"": 60, ""timeCreated"": ""2020-09-24T10:31:09.000000+00:00"", ""provisioningState"": ""Succeeded"", ""diskState"": ""Attached""}}
","2020-09-24T10:12:00.000+0000"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/disks/SPLUNKHF01_OsDisk_1_ae8001bff3534b28b1d8b319f2912b4d",main,2,australiasoutheast,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01","SPLUNKHF01_OsDisk_1_ae8001bff3534b28b1d8b319f2912b4d",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/australiasoutheast/Publishers/Canonical/ArtifactTypes/VMImage/Offers/UbuntuServer/Skus/18.04-LTS/Versions/18.04.201912180",500,60,30,Attached,Linux,Succeeded,"2020-09-24T10:29:38.000000+00:00","{"""":_"""",_"""":_""//----////.//"",_"""":_""./"",_"""":_"""",_""""","Standard_LRS",Standard,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,"Ryan Lait","Splunk Heavy Forwarder 1",,,,,,,,"1600942320.000000","Microsoft.Compute/disks","{""name"": ""SPLUNKHF01_OsDisk_1_ae8001bff3534b28b1d8b319f2912b4d"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/disks/SPLUNKHF01_OsDisk_1_ae8001bff3534b28b1d8b319f2912b4d"", ""type"": ""Microsoft.Compute/disks"", ""location"": ""australiasoutheast"", ""tags"": {""Owner"": ""Ryan Lait"", ""Purpose"": ""Splunk Heavy Forwarder 1""}, ""managedBy"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01"", ""sku"": {""name"": ""Standard_LRS"", ""tier"": ""Standard""}, ""properties"": {""osType"": ""Linux"", ""creationData"": {""createOption"": ""FromImage"", ""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/australiasoutheast/Publishers/Canonical/ArtifactTypes/VMImage/Offers/UbuntuServer/Skus/18.04-LTS/Versions/18.04.201912180""}}, ""diskSizeGB"": 30, ""diskIOPSReadWrite"": 500, ""diskMBpsReadWrite"": 60, ""timeCreated"": ""2020-09-24T10:29:38.000000+00:00"", ""provisioningState"": ""Succeeded"", ""diskState"": ""Attached""}}
","2020-09-24T10:12:00.000+0000"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/FROTHLY/providers/Microsoft.Compute/disks/test_OsDisk_1_f4433b58935a4a57bea498f0ef1ea0d2",main,2,southcentralus,,"test_OsDisk_1_f4433b58935a4a57bea498f0ef1ea0d2",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/southcentralus/Publishers/Canonical/ArtifactTypes/VMImage/Offers/UbuntuServer/Skus/18.04-LTS/Versions/18.04.202007160",500,60,30,Unattached,Linux,Succeeded,"2020-09-24T10:30:49.000000+00:00","{"""":_"""",_"""":_""//----////.//"",_"""":_""./"",_"""":_"""",_""""","StandardSSD_LRS",Standard,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,,,,,,,,,"1600942320.000000","Microsoft.Compute/disks","{""name"": ""test_OsDisk_1_f4433b58935a4a57bea498f0ef1ea0d2"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/FROTHLY/providers/Microsoft.Compute/disks/test_OsDisk_1_f4433b58935a4a57bea498f0ef1ea0d2"", ""type"": ""Microsoft.Compute/disks"", ""location"": ""southcentralus"", ""sku"": {""name"": ""StandardSSD_LRS"", ""tier"": ""Standard""}, ""properties"": {""osType"": ""Linux"", ""creationData"": {""createOption"": ""FromImage"", ""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/southcentralus/Publishers/Canonical/ArtifactTypes/VMImage/Offers/UbuntuServer/Skus/18.04-LTS/Versions/18.04.202007160""}}, ""diskSizeGB"": 30, ""diskIOPSReadWrite"": 500, ""diskMBpsReadWrite"": 60, ""timeCreated"": ""2020-09-24T10:30:49.000000+00:00"", ""provisioningState"": ""Succeeded"", ""diskState"": ""Unattached""}}
","2020-09-24T10:12:00.000+0000"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/FROTHLY/providers/Microsoft.Compute/disks/SupplierDB_OsDisk_1_860790bb55994899b1da4ef8ef87bd57",main,2,westus2,,"SupplierDB_OsDisk_1_860790bb55994899b1da4ef8ef87bd57",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/westus2/Publishers/MicrosoftWindowsServer/ArtifactTypes/VMImage/Offers/WindowsServer/Skus/2016-Datacenter/Versions/14393.3808.2007101707",500,60,127,Unattached,Windows,Succeeded,"2020-09-24T10:30:02.000000+00:00","{"""":_"""",_"""":_""//----////.//"",_"""":_""./"",_"""":_"""",_""""","StandardSSD_LRS",Standard,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,,,,,,,,,"1600942320.000000","Microsoft.Compute/disks","{""name"": ""SupplierDB_OsDisk_1_860790bb55994899b1da4ef8ef87bd57"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/FROTHLY/providers/Microsoft.Compute/disks/SupplierDB_OsDisk_1_860790bb55994899b1da4ef8ef87bd57"", ""type"": ""Microsoft.Compute/disks"", ""location"": ""westus2"", ""sku"": {""name"": ""StandardSSD_LRS"", ""tier"": ""Standard""}, ""properties"": {""osType"": ""Windows"", ""creationData"": {""createOption"": ""FromImage"", ""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/westus2/Publishers/MicrosoftWindowsServer/ArtifactTypes/VMImage/Offers/WindowsServer/Skus/2016-Datacenter/Versions/14393.3808.2007101707""}}, ""diskSizeGB"": 127, ""diskIOPSReadWrite"": 500, ""diskMBpsReadWrite"": 60, ""timeCreated"": ""2020-09-24T10:30:02.000000+00:00"", ""provisioningState"": ""Succeeded"", ""diskState"": ""Unattached""}}
","2020-09-24T10:12:00.000+0000"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_SOCKSHOP_SOCKSHOP_WESTUS/providers/Microsoft.Compute/disks/aks-agentpool-16061864-0_OsDisk_1_396bfb3b41084bdd9fa06e14ee7788fb",main,2,westus,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_SockShop_SockShop_westus/providers/Microsoft.Compute/virtualMachines/aks-agentpool-16061864-0","aks-agentpool-16061864-0_OsDisk_1_396bfb3b41084bdd9fa06e14ee7788fb",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/westus/Publishers/microsoft-aks/ArtifactTypes/VMImage/Offers/aks/Skus/aks-ubuntu-1604-201908/Versions/2019.08.21",500,100,100,Reserved,Linux,Succeeded,"2020-09-24T10:29:59.000000+00:00","{"""":_""---"",_"""":_{"""":_""--::.+:"",_"""":_{"""":_{"""":_""//-","Premium_LRS",Premium,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,,"v0.40.0-aks","aks-aks-agentpool-16061864-0","Kubernetes:1.13.10",agentpool,16061864,,,"1600942320.000000","Microsoft.Compute/disks","{""name"": ""aks-agentpool-16061864-0_OsDisk_1_396bfb3b41084bdd9fa06e14ee7788fb"", ""properties"": {""timeCreated"": ""2020-09-24T10:29:59.000000+00:00"", ""creationData"": {""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/westus/Publishers/microsoft-aks/ArtifactTypes/VMImage/Offers/aks/Skus/aks-ubuntu-1604-201908/Versions/2019.08.21""}, ""createOption"": ""FromImage""}, ""diskSizeGB"": 100, ""diskState"": ""Reserved"", ""osType"": ""Linux"", ""provisioningState"": ""Succeeded"", ""diskMBpsReadWrite"": 100, ""diskIOPSReadWrite"": 500}, ""tags"": {""orchestrator"": ""Kubernetes:1.13.10"", ""resourceNameSuffix"": ""16061864"", ""poolName"": ""agentpool"", ""creationSource"": ""aks-aks-agentpool-16061864-0"", ""aksEngineVersion"": ""v0.40.0-aks""}, ""sku"": {""name"": ""Premium_LRS"", ""tier"": ""Premium""}, ""managedBy"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_SockShop_SockShop_westus/providers/Microsoft.Compute/virtualMachines/aks-agentpool-16061864-0"", ""location"": ""westus"", ""type"": ""Microsoft.Compute/disks"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_SOCKSHOP_SOCKSHOP_WESTUS/providers/Microsoft.Compute/disks/aks-agentpool-16061864-0_OsDisk_1_396bfb3b41084bdd9fa06e14ee7788fb""}
","2020-09-24T10:12:00.000+0000"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/CONF19/providers/Microsoft.Compute/disks/CentOS_OsDisk_1_9e94f135d06f449387e15a79804d03b2",main,2,australiaeast,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/conf19/providers/Microsoft.Compute/virtualMachines/CentOS","CentOS_OsDisk_1_9e94f135d06f449387e15a79804d03b2",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/australiaeast/Publishers/OpenLogic/ArtifactTypes/VMImage/Offers/CentOS/Skus/7.5/Versions/7.5.20180815",120,25,30,Reserved,Linux,Succeeded,"2020-09-24T10:22:46.000000+00:00","{"""":_"""",_"""":_{"""":_"""",_"""":_,_"""":_,_"""":_""--::.+:"",_""","Premium_LRS",Premium,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,"Ryan Lait",,,,,,,,,"1600942320.000000","Microsoft.Compute/disks","{""name"": ""CentOS_OsDisk_1_9e94f135d06f449387e15a79804d03b2"", ""properties"": {""osType"": ""Linux"", ""diskIOPSReadWrite"": 120, ""diskMBpsReadWrite"": 25, ""timeCreated"": ""2020-09-24T10:22:46.000000+00:00"", ""diskSizeGB"": 30, ""diskState"": ""Reserved"", ""provisioningState"": ""Succeeded"", ""creationData"": {""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/australiaeast/Publishers/OpenLogic/ArtifactTypes/VMImage/Offers/CentOS/Skus/7.5/Versions/7.5.20180815""}, ""createOption"": ""FromImage""}}, ""sku"": {""tier"": ""Premium"", ""name"": ""Premium_LRS""}, ""tags"": {""Owner"": ""Ryan Lait""}, ""type"": ""Microsoft.Compute/disks"", ""location"": ""australiaeast"", ""managedBy"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/conf19/providers/Microsoft.Compute/virtualMachines/CentOS"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/CONF19/providers/Microsoft.Compute/disks/CentOS_OsDisk_1_9e94f135d06f449387e15a79804d03b2""}
","2020-09-24T10:12:00.000+0000"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_SOCKSHOP_SOCKSHOP_WESTUS/providers/Microsoft.Compute/disks/aks-agentpool-16061864-2_OsDisk_1_c9fa359a663b4454b5f6b908c6b19efa",main,2,westus,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_SockShop_SockShop_westus/providers/Microsoft.Compute/virtualMachines/aks-agentpool-16061864-2","aks-agentpool-16061864-2_OsDisk_1_c9fa359a663b4454b5f6b908c6b19efa",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/westus/Publishers/microsoft-aks/ArtifactTypes/VMImage/Offers/aks/Skus/aks-ubuntu-1604-201908/Versions/2019.08.21",500,100,100,Reserved,Linux,Succeeded,"2020-09-24T10:17:30.000000+00:00","{"""":_""---"",_"""":_{"""":_""--::.+:"",_"""":_{"""":_{"""":_""//-","Premium_LRS",Premium,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,,"v0.40.0-aks","aks-aks-agentpool-16061864-2","Kubernetes:1.13.10",agentpool,16061864,,,"1600942320.000000","Microsoft.Compute/disks","{""name"": ""aks-agentpool-16061864-2_OsDisk_1_c9fa359a663b4454b5f6b908c6b19efa"", ""properties"": {""timeCreated"": ""2020-09-24T10:17:30.000000+00:00"", ""creationData"": {""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/westus/Publishers/microsoft-aks/ArtifactTypes/VMImage/Offers/aks/Skus/aks-ubuntu-1604-201908/Versions/2019.08.21""}, ""createOption"": ""FromImage""}, ""diskSizeGB"": 100, ""diskState"": ""Reserved"", ""osType"": ""Linux"", ""provisioningState"": ""Succeeded"", ""diskMBpsReadWrite"": 100, ""diskIOPSReadWrite"": 500}, ""tags"": {""orchestrator"": ""Kubernetes:1.13.10"", ""resourceNameSuffix"": ""16061864"", ""poolName"": ""agentpool"", ""creationSource"": ""aks-aks-agentpool-16061864-2"", ""aksEngineVersion"": ""v0.40.0-aks""}, ""sku"": {""name"": ""Premium_LRS"", ""tier"": ""Premium""}, ""managedBy"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_SockShop_SockShop_westus/providers/Microsoft.Compute/virtualMachines/aks-agentpool-16061864-2"", ""location"": ""westus"", ""type"": ""Microsoft.Compute/disks"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_SOCKSHOP_SOCKSHOP_WESTUS/providers/Microsoft.Compute/disks/aks-agentpool-16061864-2_OsDisk_1_c9fa359a663b4454b5f6b908c6b19efa""}
","2020-09-24T10:12:00.000+0000"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_BUTTERCUP_BUTTERCUP_WESTUS/providers/Microsoft.Compute/disks/aks-agentpool-35275352-0_OsDisk_1_501893d4a0884c12a493cbc3d2bea7a6",main,2,westus,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_buttercup_buttercup_westus/providers/Microsoft.Compute/virtualMachines/aks-agentpool-35275352-0","aks-agentpool-35275352-0_OsDisk_1_501893d4a0884c12a493cbc3d2bea7a6",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/westus/Publishers/microsoft-aks/ArtifactTypes/VMImage/Offers/aks/Skus/aks-ubuntu-1604-201908/Versions/2019.08.21",500,100,100,Reserved,Linux,Succeeded,"2020-09-24T10:20:25.000000+00:00","{"""":_""---"",_"""":_{"""":_""--::.+:"",_"""":_{"""":_{"""":_""//-","Premium_LRS",Premium,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,,"v0.40.0-aks","aks-aks-agentpool-35275352-0","Kubernetes:1.13.10",agentpool,35275352,,,"1600942320.000000","Microsoft.Compute/disks","{""name"": ""aks-agentpool-35275352-0_OsDisk_1_501893d4a0884c12a493cbc3d2bea7a6"", ""properties"": {""timeCreated"": ""2020-09-24T10:20:25.000000+00:00"", ""creationData"": {""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/westus/Publishers/microsoft-aks/ArtifactTypes/VMImage/Offers/aks/Skus/aks-ubuntu-1604-201908/Versions/2019.08.21""}, ""createOption"": ""FromImage""}, ""diskSizeGB"": 100, ""diskState"": ""Reserved"", ""osType"": ""Linux"", ""provisioningState"": ""Succeeded"", ""diskMBpsReadWrite"": 100, ""diskIOPSReadWrite"": 500}, ""tags"": {""orchestrator"": ""Kubernetes:1.13.10"", ""resourceNameSuffix"": ""35275352"", ""poolName"": ""agentpool"", ""creationSource"": ""aks-aks-agentpool-35275352-0"", ""aksEngineVersion"": ""v0.40.0-aks""}, ""sku"": {""name"": ""Premium_LRS"", ""tier"": ""Premium""}, ""managedBy"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_buttercup_buttercup_westus/providers/Microsoft.Compute/virtualMachines/aks-agentpool-35275352-0"", ""location"": ""westus"", ""type"": ""Microsoft.Compute/disks"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/MC_BUTTERCUP_BUTTERCUP_WESTUS/providers/Microsoft.Compute/disks/aks-agentpool-35275352-0_OsDisk_1_501893d4a0884c12a493cbc3d2bea7a6""}
","2020-09-24T10:12:00.000+0000"
10,24,12,september,0,thursday,2020,local,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/CONF19/providers/Microsoft.Compute/disks/RHEL_OsDisk_1_73bfce33cf504b4c968f8b7069e5b930",main,2,australiaeast,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/conf19/providers/Microsoft.Compute/virtualMachines/RHEL","RHEL_OsDisk_1_73bfce33cf504b4c968f8b7069e5b930",FromImage,"/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/australiaeast/Publishers/RedHat/ArtifactTypes/VMImage/Offers/RHEL/Skus/7-RAW/Versions/7.7.2019090418",120,25,32,Reserved,Linux,Succeeded,"2020-09-24T10:12:42.000000+00:00","{"""":_{"""":_"""",_"""":_""""},_"""":_{"""":_,_"""":_""--::.+:"",_""","StandardSSD_LRS",Standard,"azure_compute_disk.sample","azure:compute:disk",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,"Ryan Lait",,,,,,,,,"1600942320.000000","Microsoft.Compute/disks","{""sku"": {""name"": ""StandardSSD_LRS"", ""tier"": ""Standard""}, ""properties"": {""diskIOPSReadWrite"": 120, ""timeCreated"": ""2020-09-24T10:12:42.000000+00:00"", ""diskMBpsReadWrite"": 25, ""osType"": ""Linux"", ""provisioningState"": ""Succeeded"", ""creationData"": {""createOption"": ""FromImage"", ""imageReference"": {""id"": ""/Subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/Providers/Microsoft.Compute/Locations/australiaeast/Publishers/RedHat/ArtifactTypes/VMImage/Offers/RHEL/Skus/7-RAW/Versions/7.7.2019090418""}}, ""diskSizeGB"": 32, ""diskState"": ""Reserved""}, ""tags"": {""Owner"": ""Ryan Lait""}, ""name"": ""RHEL_OsDisk_1_73bfce33cf504b4c968f8b7069e5b930"", ""managedBy"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/conf19/providers/Microsoft.Compute/virtualMachines/RHEL"", ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/CONF19/providers/Microsoft.Compute/disks/RHEL_OsDisk_1_73bfce33cf504b4c968f8b7069e5b930"", ""type"": ""Microsoft.Compute/disks"", ""location"": ""australiaeast""}
","2020-09-24T10:12:00.000+0000"
