"tmp_epochtime",host,index,COMMAND,count
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","-bash",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[ata_sff]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[cpuhp/0]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[cpuhp/1]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[crypto]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[edac-poller]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[ena]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[ipv6_addrconf]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kauditd]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kblockd]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kcompactd0]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kdevtmpfs]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[khugepaged]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[khungtaskd]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kintegrityd]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[ksmd]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[ksoftirqd/0]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[ksoftirqd/1]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kstrp]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kswapd0]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kthreadd]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kthrotld]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kworker/0:0H]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kworker/0:0]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kworker/0:1H]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kworker/0:1]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kworker/0:2]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kworker/1:0H]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kworker/1:0]",8
1626454500,"ip-172-31-19-173.us-west-1.compute.internal","itsi_im_metrics","[kworker/1:1H]",8
