"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,id,index,linecount,name,"properties.creationTimeUtc","properties.lastStateChangeTimeUtc","properties.securityTaskParameters.assessmentKey","properties.securityTaskParameters.category","properties.securityTaskParameters.details{}.name","properties.securityTaskParameters.details{}.value","properties.securityTaskParameters.name","properties.securityTaskParameters.policyDefinitionId","properties.securityTaskParameters.policyName","properties.securityTaskParameters.resourceId","properties.securityTaskParameters.resourceType","properties.securityTaskParameters.severity","properties.securityTaskParameters.uniqueKey","properties.state","properties.subState",punct,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",time,timeendpos,timestartpos,type,"_raw","_time"
14,20,12,january,27,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups/jeff-test_group/providers/Microsoft.Security/locations/westcentralus/tasks/09ff9bf0-2a11-e55c-09f6-4d5ee02b78aa",main,1,"09ff9bf0-2a11-e55c-09f6-4d5ee02b78aa","2022-01-20T14:12:27.5752645Z","2022-01-20T14:12:27.5752645Z","cdc78c07-02b0-4af0-1cb2-cb7c672a8b0a",Data,,,GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/6edd7eda-6dd8-40f7-810d-67160c639cd9","Storage account should use a private link connection","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourcegroups/jeff-test_group/providers/microsoft.storage/storageaccounts/jefftestgroupdiag",StorageAccount,Medium,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourcegroups/jeff-test_group/providers/microsoft.storage/storageaccounts/jefftestgroupdiag_cdc78c07-02b0-4af0-1cb2-cb7c672a8b0a",Active,NA,"{"""":_""//----//-//.////----"",_"""":_""----"",_"""":_"".///","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687947.575264",397,369,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups/jeff-test_group/providers/Microsoft.Security/locations/westcentralus/tasks/09ff9bf0-2a11-e55c-09f6-4d5ee02b78aa"", ""name"": ""09ff9bf0-2a11-e55c-09f6-4d5ee02b78aa"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:27.5752645Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:27.5752645Z"", ""securityTaskParameters"": {""resourceType"": ""StorageAccount"", ""category"": ""Data"", ""assessmentKey"": ""cdc78c07-02b0-4af0-1cb2-cb7c672a8b0a"", ""policyName"": ""Storage account should use a private link connection"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/6edd7eda-6dd8-40f7-810d-67160c639cd9"", ""severity"": ""Medium"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourcegroups/jeff-test_group/providers/microsoft.storage/storageaccounts/jefftestgroupdiag_cdc78c07-02b0-4af0-1cb2-cb7c672a8b0a"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourcegroups/jeff-test_group/providers/microsoft.storage/storageaccounts/jefftestgroupdiag""}}}","2022-01-20T08:12:27.575+0000"
14,20,12,january,28,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/e44af9b6-d2d9-c393-3f81-c85269fd9c4c",main,1,"e44af9b6-d2d9-c393-3f81-c85269fd9c4c","2022-01-20T14:12:28.0067735Z","2022-01-20T14:12:28.0067735Z","f0fb2a7e-16d5-849f-be57-86db712e9bd0",Data,,,GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/c3d20c29-b36d-48fe-808b-99a87530ad99","Microsoft Defender for Resource Manager should be enabled","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd",Subscription,High,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_f0fb2a7e-16d5-849f-be57-86db712e9bd0",Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687948.006773",382,354,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/e44af9b6-d2d9-c393-3f81-c85269fd9c4c"", ""name"": ""e44af9b6-d2d9-c393-3f81-c85269fd9c4c"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""Data"", ""assessmentKey"": ""f0fb2a7e-16d5-849f-be57-86db712e9bd0"", ""policyName"": ""Microsoft Defender for Resource Manager should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/c3d20c29-b36d-48fe-808b-99a87530ad99"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_f0fb2a7e-16d5-849f-be57-86db712e9bd0"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd""}}}","2022-01-20T08:12:28.006+0000"
14,20,12,january,28,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/d125fa6d-07b2-8956-4083-0cd3449c317f",main,1,"d125fa6d-07b2-8956-4083-0cd3449c317f","2022-01-20T14:12:28.0067735Z","2022-01-20T14:12:28.0067735Z","6240402e-f77c-46fa-9060-a7ce53997754",IdentityAndAccess,subAssessmentsLink,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/providers/Microsoft.Security/assessments/6240402e-f77c-46fa-9060-a7ce53997754/subAssessments",GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/aa633080-8b72-40c4-a2d7-d00c03e80bed","MFA should be enabled on accounts with owner permissions on your subscription","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd",Subscription,High,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_6240402e-f77c-46fa-9060-a7ce53997754",Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687948.006773",382,354,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/d125fa6d-07b2-8956-4083-0cd3449c317f"", ""name"": ""d125fa6d-07b2-8956-4083-0cd3449c317f"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""IdentityAndAccess"", ""assessmentKey"": ""6240402e-f77c-46fa-9060-a7ce53997754"", ""policyName"": ""MFA should be enabled on accounts with owner permissions on your subscription"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/aa633080-8b72-40c4-a2d7-d00c03e80bed"", ""severity"": ""High"", ""details"": [{""name"": ""subAssessmentsLink"", ""value"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/providers/Microsoft.Security/assessments/6240402e-f77c-46fa-9060-a7ce53997754/subAssessments""}], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_6240402e-f77c-46fa-9060-a7ce53997754"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd""}}}","2022-01-20T08:12:28.006+0000"
14,20,12,january,28,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/c22ea9c4-5443-7e4d-51b1-0e9b159f9288",main,1,"c22ea9c4-5443-7e4d-51b1-0e9b159f9288","2022-01-20T14:12:28.0067735Z","2022-01-20T14:12:28.0067735Z","94290b00-4d0c-d7b4-7cea-064a9554e681",IdentityAndAccess,usersWithNoMfaObjectIdList,"[""e046db4d-3a72-42d1-a17e-9d3d0c66d27a"",""f40f1a78-78a1-438d-bbb9-6a54fdff5679""]",GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/aa633080-8b72-40c4-a2d7-d00c03e80bed","MFA should be enabled on accounts with owner permissions on subscriptions","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd",Subscription,High,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_94290b00-4d0c-d7b4-7cea-064a9554e681",Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687948.006773",382,354,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/c22ea9c4-5443-7e4d-51b1-0e9b159f9288"", ""name"": ""c22ea9c4-5443-7e4d-51b1-0e9b159f9288"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""IdentityAndAccess"", ""assessmentKey"": ""94290b00-4d0c-d7b4-7cea-064a9554e681"", ""policyName"": ""MFA should be enabled on accounts with owner permissions on subscriptions"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/aa633080-8b72-40c4-a2d7-d00c03e80bed"", ""severity"": ""High"", ""details"": [{""name"": ""usersWithNoMfaObjectIdList"", ""value"": ""[\""e046db4d-3a72-42d1-a17e-9d3d0c66d27a\"",\""f40f1a78-78a1-438d-bbb9-6a54fdff5679\""]""}], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_94290b00-4d0c-d7b4-7cea-064a9554e681"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd""}}}","2022-01-20T08:12:28.006+0000"
14,20,12,january,28,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/b584e476-6b11-84ad-39e5-4b82e608463d",main,1,"b584e476-6b11-84ad-39e5-4b82e608463d","2022-01-20T14:12:28.0067735Z","2022-01-20T14:12:28.0067735Z","9f97e78d-88ee-a48d-abe2-5ef12954e7ea",Data,,,GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/0b15565f-aa9e-48ba-8619-45960f2c314d","Email notification to subscription owner for high severity alerts should be enabled","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd",Subscription,Medium,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_9f97e78d-88ee-a48d-abe2-5ef12954e7ea",Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687948.006773",382,354,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/b584e476-6b11-84ad-39e5-4b82e608463d"", ""name"": ""b584e476-6b11-84ad-39e5-4b82e608463d"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""Data"", ""assessmentKey"": ""9f97e78d-88ee-a48d-abe2-5ef12954e7ea"", ""policyName"": ""Email notification to subscription owner for high severity alerts should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/0b15565f-aa9e-48ba-8619-45960f2c314d"", ""severity"": ""Medium"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_9f97e78d-88ee-a48d-abe2-5ef12954e7ea"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd""}}}","2022-01-20T08:12:28.006+0000"
14,20,12,january,28,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/a8c78607-27c4-4cc3-eed7-c25ed432d643",main,1,"a8c78607-27c4-4cc3-eed7-c25ed432d643","2022-01-20T14:12:28.0067735Z","2022-01-20T14:12:28.0067735Z","af849052-4299-0692-acc0-bffcbe9e440c",Data,,,GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/475aae12-b88a-4572-8b36-9b712b2b3a17","Auto provisioning of the Log Analytics agent should be enabled on subscriptions","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd",Subscription,Low,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_af849052-4299-0692-acc0-bffcbe9e440c",Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687948.006773",382,354,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/a8c78607-27c4-4cc3-eed7-c25ed432d643"", ""name"": ""a8c78607-27c4-4cc3-eed7-c25ed432d643"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""Data"", ""assessmentKey"": ""af849052-4299-0692-acc0-bffcbe9e440c"", ""policyName"": ""Auto provisioning of the Log Analytics agent should be enabled on subscriptions"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/475aae12-b88a-4572-8b36-9b712b2b3a17"", ""severity"": ""Low"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_af849052-4299-0692-acc0-bffcbe9e440c"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd""}}}","2022-01-20T08:12:28.006+0000"
14,20,12,january,28,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/94f9c745-2e73-0b21-a0ce-84f97faefce1",main,1,"94f9c745-2e73-0b21-a0ce-84f97faefce1","2022-01-20T14:12:28.0067735Z","2022-01-20T14:12:28.0067735Z","1be22853-8ed1-4005-9907-ddad64cb1417",Data,,,GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/308fbb08-4ab8-4e67-9b29-592e93fb94fa","Microsoft Defender for Storage should be enabled","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd",Subscription,High,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_1be22853-8ed1-4005-9907-ddad64cb1417",Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687948.006773",382,354,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/94f9c745-2e73-0b21-a0ce-84f97faefce1"", ""name"": ""94f9c745-2e73-0b21-a0ce-84f97faefce1"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""Data"", ""assessmentKey"": ""1be22853-8ed1-4005-9907-ddad64cb1417"", ""policyName"": ""Microsoft Defender for Storage should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/308fbb08-4ab8-4e67-9b29-592e93fb94fa"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_1be22853-8ed1-4005-9907-ddad64cb1417"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd""}}}","2022-01-20T08:12:28.006+0000"
14,20,12,january,28,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/9011bfc0-4775-469b-651b-c8657a7bb94e",main,1,"9011bfc0-4775-469b-651b-c8657a7bb94e","2022-01-20T14:12:28.0067735Z","2022-01-20T14:12:28.0067735Z","56a6e81f-7413-4f72-9a1b-aaeeaa87c872",Compute,,,GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/4da35fc9-c9e7-4960-aec9-797fe7d9051d","Microsoft Defender for servers should be enabled","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd",Subscription,High,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_56a6e81f-7413-4f72-9a1b-aaeeaa87c872",Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687948.006773",382,354,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/9011bfc0-4775-469b-651b-c8657a7bb94e"", ""name"": ""9011bfc0-4775-469b-651b-c8657a7bb94e"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""Compute"", ""assessmentKey"": ""56a6e81f-7413-4f72-9a1b-aaeeaa87c872"", ""policyName"": ""Microsoft Defender for servers should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/4da35fc9-c9e7-4960-aec9-797fe7d9051d"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_56a6e81f-7413-4f72-9a1b-aaeeaa87c872"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd""}}}","2022-01-20T08:12:28.006+0000"
14,20,12,january,28,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/8ee14468-b5b8-806a-2989-e717747d3d6a",main,1,"8ee14468-b5b8-806a-2989-e717747d3d6a","2022-01-20T14:12:28.0067735Z","2022-01-20T14:12:28.0067735Z","0876ef51-fee7-449d-ba1e-f2662c7e43c6",Compute,,,GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/2913021d-f2fd-4f3d-b958-22354e2bdbcb","Microsoft Defender for App Service should be enabled","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd",Subscription,High,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_0876ef51-fee7-449d-ba1e-f2662c7e43c6",Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687948.006773",382,354,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/8ee14468-b5b8-806a-2989-e717747d3d6a"", ""name"": ""8ee14468-b5b8-806a-2989-e717747d3d6a"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""Compute"", ""assessmentKey"": ""0876ef51-fee7-449d-ba1e-f2662c7e43c6"", ""policyName"": ""Microsoft Defender for App Service should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/2913021d-f2fd-4f3d-b958-22354e2bdbcb"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_0876ef51-fee7-449d-ba1e-f2662c7e43c6"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd""}}}","2022-01-20T08:12:28.006+0000"
14,20,12,january,28,thursday,2022,0,,"ip-172-31-28-236.us-west-1.compute.internal","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/86535b12-88f5-adc6-f2f6-4a372b8b504b",main,1,"86535b12-88f5-adc6-f2f6-4a372b8b504b","2022-01-20T14:12:28.0067735Z","2022-01-20T14:12:28.0067735Z","aae10e53-8403-3576-5d97-3b00f97332b2",Data,,,GenericSecuirtyTask,"/providers/Microsoft.Authorization/policyDefinitions/bdc59948-5574-49b3-bb91-76b7c986428d","Microsoft Defender for DNS should be enabled","/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd",Subscription,High,"/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_aae10e53-8403-3576-5d97-3b00f97332b2",Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_security_center_input:c5419a68-59fe-43c1-9122-4743bb21fb68","azure:securityCenter:task","ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,"1642687948.006773",382,354,"Microsoft.Security/locations/westcentralus/tasks","{""id"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd/resourceGroups//providers/Microsoft.Security/locations/westcentralus/tasks/86535b12-88f5-adc6-f2f6-4a372b8b504b"", ""name"": ""86535b12-88f5-adc6-f2f6-4a372b8b504b"", ""type"": ""Microsoft.Security/locations/westcentralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""lastStateChangeTimeUtc"": ""2022-01-20T14:12:28.0067735Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""Data"", ""assessmentKey"": ""aae10e53-8403-3576-5d97-3b00f97332b2"", ""policyName"": ""Microsoft Defender for DNS should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/bdc59948-5574-49b3-bb91-76b7c986428d"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd_aae10e53-8403-3576-5d97-3b00f97332b2"", ""resourceId"": ""/subscriptions/4ff8a8b8-f93f-464e-b546-81507e81e0cd""}}}","2022-01-20T08:12:28.006+0000"
