"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,id,index,linecount,name,"properties.creationTimeUtc","properties.lastStateChangeTimeUtc","properties.securityTaskParameters.assessmentKey","properties.securityTaskParameters.baselineCceId","properties.securityTaskParameters.baselineName","properties.securityTaskParameters.baselineRuleId","properties.securityTaskParameters.category","properties.securityTaskParameters.classification","properties.securityTaskParameters.details{}.name","properties.securityTaskParameters.details{}.value","properties.securityTaskParameters.id","properties.securityTaskParameters.isDataDiskEncrypted","properties.securityTaskParameters.isMandatory","properties.securityTaskParameters.isOsDiskEncrypted","properties.securityTaskParameters.name","properties.securityTaskParameters.osName","properties.securityTaskParameters.osType","properties.securityTaskParameters.policyDefinitionId","properties.securityTaskParameters.policyName","properties.securityTaskParameters.resourceId","properties.securityTaskParameters.resourceType","properties.securityTaskParameters.ruleType","properties.securityTaskParameters.severity","properties.securityTaskParameters.subscriptionId","properties.securityTaskParameters.title","properties.securityTaskParameters.totalNumberOfDefectedMachines","properties.securityTaskParameters.totalNumberOfImpactedMachines","properties.securityTaskParameters.uniqueKey","properties.securityTaskParameters.vmId","properties.securityTaskParameters.vmName","properties.securityTaskParameters.workspaces{}.serverCount","properties.securityTaskParameters.workspaces{}.workspaceId","properties.state","properties.subState",punct,source,sourcetype,"splunk_server","splunk_server_group",subscriptionId,tag,"tag::eventtype",timeendpos,timestamp,timestartpos,"tmp_epochtime",type,"_raw","_time"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/frothly/providers/Microsoft.Security/locations/centralus/tasks/9779a3f0-1326-4529-3b3b-5bf823708be9",main,2,"9779a3f0-1326-4529-3b3b-5bf823708be9","2020-09-24T13:48:39.000000Z","2020-09-24T13:48:39.000000Z","1c5de8e1-f68d-6a17-e0d2-ec259c42768c",,,,Networking,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/404c3081-a854-4457-ae30-26a93ef643f9","Secure transfer to storage accounts should be enabled","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/microsoft.storage/storageaccounts/frothly",StorageAccount,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/microsoft.storage/storageaccounts/frothly_1c5de8e1-f68d-6a17-e0d2-ec259c42768c",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955319,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/frothly/providers/Microsoft.Security/locations/centralus/tasks/9779a3f0-1326-4529-3b3b-5bf823708be9"", ""name"": ""9779a3f0-1326-4529-3b3b-5bf823708be9"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:48:39.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:48:39.000000Z"", ""securityTaskParameters"": {""resourceType"": ""StorageAccount"", ""category"": ""Networking"", ""assessmentKey"": ""1c5de8e1-f68d-6a17-e0d2-ec259c42768c"", ""policyName"": ""Secure transfer to storage accounts should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/404c3081-a854-4457-ae30-26a93ef643f9"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/microsoft.storage/storageaccounts/frothly_1c5de8e1-f68d-6a17-e0d2-ec259c42768c"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/microsoft.storage/storageaccounts/frothly""}}}
","2020-09-24T13:48:39.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/ce684792-8f81-5e2e-48d7-39abb6d19dc1",main,2,"ce684792-8f81-5e2e-48d7-39abb6d19dc1","2020-09-24T13:50:10.000000Z","2020-09-24T13:50:10.000000Z","cb0acdc6-0846-fd48-debe-9905af151b6d",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab","Function App should only be accessible over HTTPS","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.web/sites/ryp5nsgtohec",FunctionApp,,Medium,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.web/sites/ryp5nsgtohec_cb0acdc6-0846-fd48-debe-9905af151b6d",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955410,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/ce684792-8f81-5e2e-48d7-39abb6d19dc1"", ""name"": ""ce684792-8f81-5e2e-48d7-39abb6d19dc1"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:50:10.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:50:10.000000Z"", ""securityTaskParameters"": {""resourceType"": ""FunctionApp"", ""category"": ""Compute"", ""assessmentKey"": ""cb0acdc6-0846-fd48-debe-9905af151b6d"", ""policyName"": ""Function App should only be accessible over HTTPS"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab"", ""severity"": ""Medium"", ""details"": [], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.web/sites/ryp5nsgtohec_cb0acdc6-0846-fd48-debe-9905af151b6d"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.web/sites/ryp5nsgtohec""}}}
","2020-09-24T13:50:10.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/0c4f5ce8-cd02-f16c-b7d3-8289e30c38c8",main,2,"0c4f5ce8-cd02-f16c-b7d3-8289e30c38c8","2020-09-24T13:47:50.000000Z","2020-09-24T13:47:50.000000Z","01b1ed4c-b733-4fee-b145-f23236e70cf3",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/760a85ff-6162-42b3-8d70-698e268f648c","Vulnerability assessment solution should be installed on your virtual machines","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/Ry-Win10",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/Ry-Win10_01b1ed4c-b733-4fee-b145-f23236e70cf3",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955270,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/0c4f5ce8-cd02-f16c-b7d3-8289e30c38c8"", ""name"": ""0c4f5ce8-cd02-f16c-b7d3-8289e30c38c8"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:47:50.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:47:50.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Compute"", ""assessmentKey"": ""01b1ed4c-b733-4fee-b145-f23236e70cf3"", ""policyName"": ""Vulnerability assessment solution should be installed on your virtual machines"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/760a85ff-6162-42b3-8d70-698e268f648c"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/Ry-Win10_01b1ed4c-b733-4fee-b145-f23236e70cf3"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/Ry-Win10""}}}
","2020-09-24T13:47:50.000+0000"
13,24,49,september,49,thursday,2020,0,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/8ba9739f-849f-1052-e3af-25fca709d7ef",main,2,"8ba9739f-849f-1052-e3af-25fca709d7ef","2020-09-24T13:49:49.000000Z","2020-09-24T13:49:49.000000Z","d57a4221-a804-52ca-3dea-768284f06bb7",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/0961003e-5a0a-4549-abde-af6a37f2724d","Disk encryption should be applied on virtual machines","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_d57a4221-a804-52ca-3dea-768284f06bb7",,,,,Active,NA,"{"""":_{"""":_"""",_"""":_"""",_"""":_""--::."",_"""":_""--::."",_""""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,100,,73,"1600955389.000000","Microsoft.Security/locations/centralus/tasks","{""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:49:49.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:49:49.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Compute"", ""assessmentKey"": ""d57a4221-a804-52ca-3dea-768284f06bb7"", ""policyName"": ""Disk encryption should be applied on virtual machines"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/0961003e-5a0a-4549-abde-af6a37f2724d"", ""severity"": ""High"", ""details"": [], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_d57a4221-a804-52ca-3dea-768284f06bb7"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01""}}, ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/8ba9739f-849f-1052-e3af-25fca709d7ef"", ""name"": ""8ba9739f-849f-1052-e3af-25fca709d7ef"", ""type"": ""Microsoft.Security/locations/centralus/tasks""}
","2020-09-24T13:49:49.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups//providers/Microsoft.Security/locations/centralus/tasks/797e7fd4-2c39-d77b-de54-2afbb51b7fdd",main,2,"797e7fd4-2c39-d77b-de54-2afbb51b7fdd","2020-09-24T13:49:40.000000Z","2020-09-24T13:49:40.000000Z","2c79b4af-f830-b61e-92b9-63dfa30f16e4",,,,IdentityAndAccess,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/09024ccc-0c5f-475e-9457-b7c0d9ed487b","There should be more than one owner assigned to your subscription","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1",Subscription,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1_2c79b4af-f830-b61e-92b9-63dfa30f16e4",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955380,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups//providers/Microsoft.Security/locations/centralus/tasks/797e7fd4-2c39-d77b-de54-2afbb51b7fdd"", ""name"": ""797e7fd4-2c39-d77b-de54-2afbb51b7fdd"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:49:40.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:49:40.000000Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""IdentityAndAccess"", ""assessmentKey"": ""2c79b4af-f830-b61e-92b9-63dfa30f16e4"", ""policyName"": ""There should be more than one owner assigned to your subscription"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/09024ccc-0c5f-475e-9457-b7c0d9ed487b"", ""severity"": ""High"", ""details"": [], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1_2c79b4af-f830-b61e-92b9-63dfa30f16e4"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1""}}}
","2020-09-24T13:49:40.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/e4044be4-5539-671c-183c-b18aee3bb188",main,2,"e4044be4-5539-671c-183c-b18aee3bb188","2020-09-24T13:46:01.000000Z","2020-09-24T13:46:01.000000Z","8e2b96ff-3de2-289b-b5c1-3b9921a3441e",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"","Log Analytics agent health issues should be resolved on your machines","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01",VirtualMachine,,Medium,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_8e2b96ff-3de2-289b-b5c1-3b9921a3441e",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955161,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/e4044be4-5539-671c-183c-b18aee3bb188"", ""name"": ""e4044be4-5539-671c-183c-b18aee3bb188"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:46:01.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:46:01.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Compute"", ""assessmentKey"": ""8e2b96ff-3de2-289b-b5c1-3b9921a3441e"", ""policyName"": ""Log Analytics agent health issues should be resolved on your machines"", ""policyDefinitionId"": """", ""severity"": ""Medium"", ""details"": [], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_8e2b96ff-3de2-289b-b5c1-3b9921a3441e"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01""}}}
","2020-09-24T13:46:01.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/35b8acd2-007a-db32-b3e7-03bc6cc1cd21",main,2,"35b8acd2-007a-db32-b3e7-03bc6cc1cd21","2020-09-24T13:44:17.000000Z","2020-09-24T13:44:17.000000Z","550e890b-e652-4d22-8274-60b3bdb24c63",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9","Enable the built-in vulnerability assessment solution on virtual machines (powered by Qualys)","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_550e890b-e652-4d22-8274-60b3bdb24c63",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955057,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/35b8acd2-007a-db32-b3e7-03bc6cc1cd21"", ""name"": ""35b8acd2-007a-db32-b3e7-03bc6cc1cd21"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:44:17.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:44:17.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Compute"", ""assessmentKey"": ""550e890b-e652-4d22-8274-60b3bdb24c63"", ""policyName"": ""Enable the built-in vulnerability assessment solution on virtual machines (powered by Qualys)"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_550e890b-e652-4d22-8274-60b3bdb24c63"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01""}}}
","2020-09-24T13:44:17.000+0000"
13,24,43,september,32,thursday,2020,0,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/fc55fe91-d922-67d8-2e11-83f58d2c0276",main,2,"fc55fe91-d922-67d8-2e11-83f58d2c0276","2020-09-24T13:43:32.000000Z","2020-09-24T13:43:32.000000Z","bc303248-3d14-44c2-96a0-55f5c326b5fe",,,,Networking,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/22730e10-96f6-4aac-ad84-9383d35b5917","Management ports should be closed on your virtual machines","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_bc303248-3d14-44c2-96a0-55f5c326b5fe",,,,,Active,NA,"{"""":_{"""":_"""",_"""":_"""",_"""":_""--::."",_"""":_""--::."",_""""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,100,,73,"1600955012.000000","Microsoft.Security/locations/centralus/tasks","{""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:43:32.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:43:32.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Networking"", ""assessmentKey"": ""bc303248-3d14-44c2-96a0-55f5c326b5fe"", ""policyName"": ""Management ports should be closed on your virtual machines"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/22730e10-96f6-4aac-ad84-9383d35b5917"", ""severity"": ""High"", ""details"": [], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_bc303248-3d14-44c2-96a0-55f5c326b5fe"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01""}}, ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/fc55fe91-d922-67d8-2e11-83f58d2c0276"", ""name"": ""fc55fe91-d922-67d8-2e11-83f58d2c0276"", ""type"": ""Microsoft.Security/locations/centralus/tasks""}
","2020-09-24T13:43:32.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/22b7d1bd-ba42-ff65-3e93-4751e56d21cf",main,2,"22b7d1bd-ba42-ff65-3e93-4751e56d21cf","2020-09-24T13:43:01.000000Z","2020-09-24T13:43:01.000000Z","805651bc-6ecd-4c73-9b55-97a19d0582d0",,,,Networking,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/b0f33259-77d7-4c9e-aac6-3aabcfae693c","Management ports of virtual machines should be protected with just-in-time network access control","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_805651bc-6ecd-4c73-9b55-97a19d0582d0",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600954981,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/22b7d1bd-ba42-ff65-3e93-4751e56d21cf"", ""name"": ""22b7d1bd-ba42-ff65-3e93-4751e56d21cf"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:43:01.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:43:01.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Networking"", ""assessmentKey"": ""805651bc-6ecd-4c73-9b55-97a19d0582d0"", ""policyName"": ""Management ports of virtual machines should be protected with just-in-time network access control"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/b0f33259-77d7-4c9e-aac6-3aabcfae693c"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_805651bc-6ecd-4c73-9b55-97a19d0582d0"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01""}}}
","2020-09-24T13:43:01.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups//providers/Microsoft.Security/locations/centralus/tasks/26377c2c-2450-c071-f187-775aa8b5fb10",main,2,"26377c2c-2450-c071-f187-775aa8b5fb10","2020-09-24T13:46:05.000000Z","2020-09-24T13:46:05.000000Z","57e98606-6b1e-6193-0e3d-fe621387c16b",,,,IdentityAndAccess,,usersWithNoMfaObjectIdList,"[""666203b4-6b29-47c7-94c5-9b7176e09cc6""]",,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/9297c21d-2ed6-4474-b48f-163f75654ce3","MFA should be enabled on accounts with write permissions on your subscription","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1",Subscription,,Medium,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1_57e98606-6b1e-6193-0e3d-fe621387c16b",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955165,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups//providers/Microsoft.Security/locations/centralus/tasks/26377c2c-2450-c071-f187-775aa8b5fb10"", ""name"": ""26377c2c-2450-c071-f187-775aa8b5fb10"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:46:05.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:46:05.000000Z"", ""securityTaskParameters"": {""resourceType"": ""Subscription"", ""category"": ""IdentityAndAccess"", ""assessmentKey"": ""57e98606-6b1e-6193-0e3d-fe621387c16b"", ""policyName"": ""MFA should be enabled on accounts with write permissions on your subscription"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/9297c21d-2ed6-4474-b48f-163f75654ce3"", ""severity"": ""Medium"", ""details"": [{""name"": ""usersWithNoMfaObjectIdList"", ""value"": ""[\""666203b4-6b29-47c7-94c5-9b7176e09cc6\""]""}], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1_57e98606-6b1e-6193-0e3d-fe621387c16b"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1""}}}
","2020-09-24T13:46:05.000+0000"
