"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,id,index,linecount,name,"properties.creationTimeUtc","properties.lastStateChangeTimeUtc","properties.securityTaskParameters.assessmentKey","properties.securityTaskParameters.baselineCceId","properties.securityTaskParameters.baselineName","properties.securityTaskParameters.baselineRuleId","properties.securityTaskParameters.category","properties.securityTaskParameters.classification","properties.securityTaskParameters.details{}.name","properties.securityTaskParameters.details{}.value","properties.securityTaskParameters.id","properties.securityTaskParameters.isDataDiskEncrypted","properties.securityTaskParameters.isMandatory","properties.securityTaskParameters.isOsDiskEncrypted","properties.securityTaskParameters.name","properties.securityTaskParameters.osName","properties.securityTaskParameters.osType","properties.securityTaskParameters.policyDefinitionId","properties.securityTaskParameters.policyName","properties.securityTaskParameters.resourceId","properties.securityTaskParameters.resourceType","properties.securityTaskParameters.ruleType","properties.securityTaskParameters.severity","properties.securityTaskParameters.subscriptionId","properties.securityTaskParameters.title","properties.securityTaskParameters.totalNumberOfDefectedMachines","properties.securityTaskParameters.totalNumberOfImpactedMachines","properties.securityTaskParameters.uniqueKey","properties.securityTaskParameters.vmId","properties.securityTaskParameters.vmName","properties.securityTaskParameters.workspaces{}.serverCount","properties.securityTaskParameters.workspaces{}.workspaceId","properties.state","properties.subState",punct,source,sourcetype,"splunk_server","splunk_server_group",subscriptionId,tag,"tag::eventtype",timeendpos,timestamp,timestartpos,"tmp_epochtime",type,"_raw","_time"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/frothly/providers/Microsoft.Security/locations/centralus/tasks/327064b4-341e-d715-a7ee-4deacabbb97e",main,2,"327064b4-341e-d715-a7ee-4deacabbb97e","2020-09-24T13:59:19.000000Z","2020-09-24T13:59:19.000000Z","8c3e93d3-0276-4d06-b20a-9a9f3012742c",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/04c4380f-3fae-46e8-96c9-30193528f602","Network traffic data collection agent should be installed on Linux virtual machines (Preview)","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/microsoft.compute/virtualmachines/ryan",VirtualMachine,,Medium,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/microsoft.compute/virtualmachines/ryan_8c3e93d3-0276-4d06-b20a-9a9f3012742c",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955959,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/frothly/providers/Microsoft.Security/locations/centralus/tasks/327064b4-341e-d715-a7ee-4deacabbb97e"", ""name"": ""327064b4-341e-d715-a7ee-4deacabbb97e"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:59:19.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:59:19.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Compute"", ""assessmentKey"": ""8c3e93d3-0276-4d06-b20a-9a9f3012742c"", ""policyName"": ""Network traffic data collection agent should be installed on Linux virtual machines (Preview)"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/04c4380f-3fae-46e8-96c9-30193528f602"", ""severity"": ""Medium"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/microsoft.compute/virtualmachines/ryan_8c3e93d3-0276-4d06-b20a-9a9f3012742c"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/microsoft.compute/virtualmachines/ryan""}}}
","2020-09-24T13:59:19.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/0158ddd4-5705-84b8-dc53-6fa64611c9f6",main,2,"0158ddd4-5705-84b8-dc53-6fa64611c9f6","2020-09-24T13:56:59.000000Z","2020-09-24T13:56:59.000000Z","1c5de8e1-f68d-6a17-e0d2-ec259c42768c",,,,Networking,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/404c3081-a854-4457-ae30-26a93ef643f9","Secure transfer to storage accounts should be enabled","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.storage/storageaccounts/botsdiag975",StorageAccount,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.storage/storageaccounts/botsdiag975_1c5de8e1-f68d-6a17-e0d2-ec259c42768c",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955819,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/0158ddd4-5705-84b8-dc53-6fa64611c9f6"", ""name"": ""0158ddd4-5705-84b8-dc53-6fa64611c9f6"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:56:59.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:56:59.000000Z"", ""securityTaskParameters"": {""resourceType"": ""StorageAccount"", ""category"": ""Networking"", ""assessmentKey"": ""1c5de8e1-f68d-6a17-e0d2-ec259c42768c"", ""policyName"": ""Secure transfer to storage accounts should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/404c3081-a854-4457-ae30-26a93ef643f9"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.storage/storageaccounts/botsdiag975_1c5de8e1-f68d-6a17-e0d2-ec259c42768c"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.storage/storageaccounts/botsdiag975""}}}
","2020-09-24T13:56:59.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/eac78fdb-2ad4-fdef-8dd3-948c5ad8d81f",main,2,"eac78fdb-2ad4-fdef-8dd3-948c5ad8d81f","2020-09-24T13:57:39.000000Z","2020-09-24T13:57:39.000000Z","ffff0522-1e88-47fc-8382-2a80ba848f5d",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9","Enable a vulnerability assessment solution on virtual machines","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10_ffff0522-1e88-47fc-8382-2a80ba848f5d",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955859,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/eac78fdb-2ad4-fdef-8dd3-948c5ad8d81f"", ""name"": ""eac78fdb-2ad4-fdef-8dd3-948c5ad8d81f"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:57:39.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:57:39.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Compute"", ""assessmentKey"": ""ffff0522-1e88-47fc-8382-2a80ba848f5d"", ""policyName"": ""Enable a vulnerability assessment solution on virtual machines"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10_ffff0522-1e88-47fc-8382-2a80ba848f5d"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10""}}}
","2020-09-24T13:57:39.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/2d2e69ad-91de-6da1-62fd-a535f67c7c75",main,2,"2d2e69ad-91de-6da1-62fd-a535f67c7c75","2020-09-24T14:00:04.000000Z","2020-09-24T14:00:04.000000Z","550e890b-e652-4d22-8274-60b3bdb24c63",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9","Enable the built-in vulnerability assessment solution on virtual machines (powered by Qualys)","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10_550e890b-e652-4d22-8274-60b3bdb24c63",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600956004,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/2d2e69ad-91de-6da1-62fd-a535f67c7c75"", ""name"": ""2d2e69ad-91de-6da1-62fd-a535f67c7c75"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T14:00:04.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T14:00:04.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Compute"", ""assessmentKey"": ""550e890b-e652-4d22-8274-60b3bdb24c63"", ""policyName"": ""Enable the built-in vulnerability assessment solution on virtual machines (powered by Qualys)"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10_550e890b-e652-4d22-8274-60b3bdb24c63"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10""}}}
","2020-09-24T14:00:04.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/e4044be4-5539-671c-183c-b18aee3bb188",main,2,"e4044be4-5539-671c-183c-b18aee3bb188","2020-09-24T13:58:59.000000Z","2020-09-24T13:58:59.000000Z","8e2b96ff-3de2-289b-b5c1-3b9921a3441e",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"","Log Analytics agent health issues should be resolved on your machines","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01",VirtualMachine,,Medium,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_8e2b96ff-3de2-289b-b5c1-3b9921a3441e",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955939,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/e4044be4-5539-671c-183c-b18aee3bb188"", ""name"": ""e4044be4-5539-671c-183c-b18aee3bb188"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:58:59.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:58:59.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Compute"", ""assessmentKey"": ""8e2b96ff-3de2-289b-b5c1-3b9921a3441e"", ""policyName"": ""Log Analytics agent health issues should be resolved on your machines"", ""policyDefinitionId"": """", ""severity"": ""Medium"", ""details"": [], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_8e2b96ff-3de2-289b-b5c1-3b9921a3441e"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01""}}}
","2020-09-24T13:58:59.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/1732f096-716b-8ab2-8e25-7fd5f37799fe",main,2,"1732f096-716b-8ab2-8e25-7fd5f37799fe","2020-09-24T14:01:04.000000Z","2020-09-24T14:01:04.000000Z","1c5de8e1-f68d-6a17-e0d2-ec259c42768c",,,,Networking,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/404c3081-a854-4457-ae30-26a93ef643f9","Secure transfer to storage accounts should be enabled","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.storage/storageaccounts/funcgoditmkowdot2",StorageAccount,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.storage/storageaccounts/funcgoditmkowdot2_1c5de8e1-f68d-6a17-e0d2-ec259c42768c",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600956064,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/1732f096-716b-8ab2-8e25-7fd5f37799fe"", ""name"": ""1732f096-716b-8ab2-8e25-7fd5f37799fe"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T14:01:04.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T14:01:04.000000Z"", ""securityTaskParameters"": {""resourceType"": ""StorageAccount"", ""category"": ""Networking"", ""assessmentKey"": ""1c5de8e1-f68d-6a17-e0d2-ec259c42768c"", ""policyName"": ""Secure transfer to storage accounts should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/404c3081-a854-4457-ae30-26a93ef643f9"", ""severity"": ""High"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.storage/storageaccounts/funcgoditmkowdot2_1c5de8e1-f68d-6a17-e0d2-ec259c42768c"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/bots/providers/microsoft.storage/storageaccounts/funcgoditmkowdot2""}}}
","2020-09-24T14:01:04.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/2703ebef-ffdd-bb8b-8d17-07b059a3543e",main,2,"2703ebef-ffdd-bb8b-8d17-07b059a3543e","2020-09-24T14:01:29.000000Z","2020-09-24T14:01:29.000000Z","3b20e985-f71f-483b-b078-f30d73936d43",,,,Networking,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/9daedab3-fb2d-461e-b861-71790eead4f6","All network ports should be restricted on NSG associated to your VM","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_3b20e985-f71f-483b-b078-f30d73936d43",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600956089,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/2703ebef-ffdd-bb8b-8d17-07b059a3543e"", ""name"": ""2703ebef-ffdd-bb8b-8d17-07b059a3543e"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T14:01:29.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T14:01:29.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Networking"", ""assessmentKey"": ""3b20e985-f71f-483b-b078-f30d73936d43"", ""policyName"": ""All network ports should be restricted on NSG associated to your VM"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/9daedab3-fb2d-461e-b861-71790eead4f6"", ""severity"": ""High"", ""details"": [], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_3b20e985-f71f-483b-b078-f30d73936d43"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01""}}}
","2020-09-24T14:01:29.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/7e4be224-1d4a-e67e-a047-812804458e3b",main,2,"7e4be224-1d4a-e67e-a047-812804458e3b","2020-09-24T13:59:57.000000Z","2020-09-24T13:59:57.000000Z","d57a4221-a804-52ca-3dea-768284f06bb7",,,,Compute,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/0961003e-5a0a-4549-abde-af6a37f2724d","Disk encryption should be applied on virtual machines","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10_d57a4221-a804-52ca-3dea-768284f06bb7",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955997,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Security/locations/centralus/tasks/7e4be224-1d4a-e67e-a047-812804458e3b"", ""name"": ""7e4be224-1d4a-e67e-a047-812804458e3b"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:59:57.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:59:57.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Compute"", ""assessmentKey"": ""d57a4221-a804-52ca-3dea-768284f06bb7"", ""policyName"": ""Disk encryption should be applied on virtual machines"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/0961003e-5a0a-4549-abde-af6a37f2724d"", ""severity"": ""High"", ""details"": [], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10_d57a4221-a804-52ca-3dea-768284f06bb7"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/BOTS/providers/Microsoft.Compute/virtualMachines/Ry-Win10""}}}
","2020-09-24T13:59:57.000+0000"
,,,,,,,,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/frothly/providers/Microsoft.Security/locations/centralus/tasks/1697541f-a054-f3ef-f446-c7503fb60916",main,2,"1697541f-a054-f3ef-f446-c7503fb60916","2020-09-24T13:59:07.000000Z","2020-09-24T13:59:07.000000Z","94208a8b-16e8-4e5b-abbd-4e81c9d02bee",,,,Data,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9","Auditing on SQL server should be enabled","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/Microsoft.Sql/servers/frchinchilla",SqlServer,,Low,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/Microsoft.Sql/servers/frchinchilla_94208a8b-16e8-4e5b-abbd-4e81c9d02bee",,,,,Active,NA,"{"""":_""//----////.////----"",_"""":_""----"",_"""":_"".///""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,,none,,1600955947,"Microsoft.Security/locations/centralus/tasks","{""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/frothly/providers/Microsoft.Security/locations/centralus/tasks/1697541f-a054-f3ef-f446-c7503fb60916"", ""name"": ""1697541f-a054-f3ef-f446-c7503fb60916"", ""type"": ""Microsoft.Security/locations/centralus/tasks"", ""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:59:07.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:59:07.000000Z"", ""securityTaskParameters"": {""resourceType"": ""SqlServer"", ""category"": ""Data"", ""assessmentKey"": ""94208a8b-16e8-4e5b-abbd-4e81c9d02bee"", ""policyName"": ""Auditing on SQL server should be enabled"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9"", ""severity"": ""Low"", ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/Microsoft.Sql/servers/frchinchilla_94208a8b-16e8-4e5b-abbd-4e81c9d02bee"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourcegroups/frothly/providers/Microsoft.Sql/servers/frchinchilla""}}}
","2020-09-24T13:59:07.000+0000"
13,24,53,september,13,thursday,2020,0,,azure,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/89908104-7feb-ece8-b68a-d00dd1701b58",main,2,"89908104-7feb-ece8-b68a-d00dd1701b58","2020-09-24T13:53:13.000000Z","2020-09-24T13:53:13.000000Z","f9f0eed0-f143-47bf-b856-671ea2eeed62",,,,Networking,,,,,,,,GenericSecuirtyTask,,,"/providers/Microsoft.Authorization/policyDefinitions/08e6af2d-db70-460a-bfe9-d5bd474ba9d6","Adaptive Network Hardening recommendations should be applied on internet facing virtual machines","/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01",VirtualMachine,,High,,,,,"/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_f9f0eed0-f143-47bf-b856-671ea2eeed62",,,,,Active,NA,"{"""":_{"""":_"""",_"""":_"""",_"""":_""--::."",_"""":_""--::."",_""""","azure_securityCenter_task.sample","azure:securityCenter:task",so1,,"1213b189-13ff-42fe-b370-df6da421bce1",,,100,,73,"1600955593.000000","Microsoft.Security/locations/centralus/tasks","{""properties"": {""state"": ""Active"", ""subState"": ""NA"", ""creationTimeUtc"": ""2020-09-24T13:53:13.000000Z"", ""lastStateChangeTimeUtc"": ""2020-09-24T13:53:13.000000Z"", ""securityTaskParameters"": {""resourceType"": ""VirtualMachine"", ""category"": ""Networking"", ""assessmentKey"": ""f9f0eed0-f143-47bf-b856-671ea2eeed62"", ""policyName"": ""Adaptive Network Hardening recommendations should be applied on internet facing virtual machines"", ""policyDefinitionId"": ""/providers/Microsoft.Authorization/policyDefinitions/08e6af2d-db70-460a-bfe9-d5bd474ba9d6"", ""severity"": ""High"", ""details"": [], ""name"": ""GenericSecuirtyTask"", ""uniqueKey"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01_f9f0eed0-f143-47bf-b856-671ea2eeed62"", ""resourceId"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Compute/virtualMachines/SPLUNKHF01""}}, ""id"": ""/subscriptions/1213b189-13ff-42fe-b370-df6da421bce1/resourceGroups/bots/providers/Microsoft.Security/locations/centralus/tasks/89908104-7feb-ece8-b68a-d00dd1701b58"", ""name"": ""89908104-7feb-ece8-b68a-d00dd1701b58"", ""type"": ""Microsoft.Security/locations/centralus/tasks""}
","2020-09-24T13:53:13.000+0000"
