"_bkt","_cd","_eventtype_color","_indextime","_raw","_serial","_si","_sourcetype","_subsecond","_time",eventtype,host,index,linecount,"metric.labels.instance_name","metric.type",metricKind,"points{}.interval.endTime","points{}.interval.startTime","points{}.value.doubleValue",punct,"resource.labels.instance_id","resource.labels.project_id","resource.labels.zone","resource.type",source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timestamp,valueType
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5281135",,1643799975,"{""metric"": {""labels"": {""instance_name"": ""app-instance-1""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""project_id"": ""pauld-gcp-project"", ""instance_id"": ""2960055703714448585"", ""zone"": ""us-west1-b""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T11:04:00Z"", ""endTime"": ""2022-02-02T11:04:00Z""}, ""value"": {""doubleValue"": 0.006628480400183653}}]}",0,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799840.0",,None,"gcp_metrics",1,"app-instance-1","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T11:04:00Z","2022-02-02T11:04:00Z","0.006628480400183653","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2960055703714448585,"pauld-gcp-project","us-west1-b","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5281119",,1643799975,"{""metric"": {""labels"": {""instance_name"": ""app-instance-2""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""project_id"": ""pauld-gcp-project"", ""instance_id"": ""2859763823601143122"", ""zone"": ""us-central1-a""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T11:04:00Z"", ""endTime"": ""2022-02-02T11:04:00Z""}, ""value"": {""doubleValue"": 0.0005037247221167718}}]}",1,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799840.0",,None,"gcp_metrics",1,"app-instance-2","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T11:04:00Z","2022-02-02T11:04:00Z","0.0005037247221167718","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2859763823601143122,"pauld-gcp-project","us-central1-a","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5281104",,1643799975,"{""metric"": {""labels"": {""instance_name"": ""instance-1""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-central1-a"", ""instance_id"": ""265945185632234387"", ""project_id"": ""pauld-gcp-project""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T11:04:00Z"", ""endTime"": ""2022-02-02T11:04:00Z""}, ""value"": {""doubleValue"": 0.010895023682989328}}]}",2,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799840.0",,None,"gcp_metrics",1,"instance-1","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T11:04:00Z","2022-02-02T11:04:00Z","0.010895023682989328","{"""":_{"""":_{"""":_""-""},_"""":_""..///""},_"""":_{"""":_"""",_""""",265945185632234387,"pauld-gcp-project","us-central1-a","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5279438",,1643799856,"{""metric"": {""labels"": {""instance_name"": ""db-2""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-central1-a"", ""project_id"": ""adept-lodge-251409"", ""instance_id"": ""6850204215896052188""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T11:01:00Z"", ""endTime"": ""2022-02-02T11:01:00Z""}, ""value"": {""doubleValue"": 0.009412075461083684}}]}",3,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799660.0",,None,"gcp_metrics",1,"db-2","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T11:01:00Z","2022-02-02T11:01:00Z","0.009412075461083684","{"""":_{"""":_{"""":_""-""},_"""":_""..///""},_"""":_{"""":_"""",_""""",6850204215896052188,"adept-lodge-251409","us-central1-a","gce_instance","adept-lodge-251409:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5279423",,1643799856,"{""metric"": {""labels"": {""instance_name"": ""db""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-central1-a"", ""instance_id"": ""5549871715636060291"", ""project_id"": ""adept-lodge-251409""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T11:01:00Z"", ""endTime"": ""2022-02-02T11:01:00Z""}, ""value"": {""doubleValue"": 0.9973000983872377}}]}",4,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799660.0",,None,"gcp_metrics",1,db,"compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T11:01:00Z","2022-02-02T11:01:00Z","0.9973000983872377","{"""":_{"""":_{"""":_""""},_"""":_""..///""},_"""":_{"""":_"""",_"""":",5549871715636060291,"adept-lodge-251409","us-central1-a","gce_instance","adept-lodge-251409:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5278108",,1643799791,"{""metric"": {""labels"": {""instance_name"": ""app-instance-1""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-west1-b"", ""instance_id"": ""2960055703714448585"", ""project_id"": ""pauld-gcp-project""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T11:01:00Z"", ""endTime"": ""2022-02-02T11:01:00Z""}, ""value"": {""doubleValue"": 0.006843445446866525}}]}",5,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799660.0",,None,"gcp_metrics",1,"app-instance-1","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T11:01:00Z","2022-02-02T11:01:00Z","0.006843445446866525","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2960055703714448585,"pauld-gcp-project","us-west1-b","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5278092",,1643799791,"{""metric"": {""labels"": {""instance_name"": ""app-instance-2""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""project_id"": ""pauld-gcp-project"", ""zone"": ""us-central1-a"", ""instance_id"": ""2859763823601143122""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T11:01:00Z"", ""endTime"": ""2022-02-02T11:01:00Z""}, ""value"": {""doubleValue"": 0.0006019666915657732}}]}",6,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799660.0",,None,"gcp_metrics",1,"app-instance-2","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T11:01:00Z","2022-02-02T11:01:00Z","0.0006019666915657732","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2859763823601143122,"pauld-gcp-project","us-central1-a","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5278077",,1643799791,"{""metric"": {""labels"": {""instance_name"": ""instance-1""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""project_id"": ""pauld-gcp-project"", ""instance_id"": ""265945185632234387"", ""zone"": ""us-central1-a""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T11:01:00Z"", ""endTime"": ""2022-02-02T11:01:00Z""}, ""value"": {""doubleValue"": 0.009897609154415931}}]}",7,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799660.0",,None,"gcp_metrics",1,"instance-1","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T11:01:00Z","2022-02-02T11:01:00Z","0.009897609154415931","{"""":_{"""":_{"""":_""-""},_"""":_""..///""},_"""":_{"""":_"""",_""""",265945185632234387,"pauld-gcp-project","us-central1-a","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5275916",,1643799614,"{""metric"": {""labels"": {""instance_name"": ""app-instance-1""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""zone"": ""us-west1-b"", ""project_id"": ""pauld-gcp-project"", ""instance_id"": ""2960055703714448585""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:58:00Z"", ""endTime"": ""2022-02-02T10:58:00Z""}, ""value"": {""doubleValue"": 0.01586857969927351}}]}",8,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799480.0",,None,"gcp_metrics",1,"app-instance-1","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:58:00Z","2022-02-02T10:58:00Z","0.01586857969927351","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2960055703714448585,"pauld-gcp-project","us-west1-b","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
"gcp_metrics~1~FF2D585F-A9D3-4BB3-B752-80C3045D397A","1:5275900",,1643799614,"{""metric"": {""labels"": {""instance_name"": ""app-instance-2""}, ""type"": ""compute.googleapis.com/instance/cpu/utilization""}, ""resource"": {""type"": ""gce_instance"", ""labels"": {""instance_id"": ""2859763823601143122"", ""project_id"": ""pauld-gcp-project"", ""zone"": ""us-central1-a""}}, ""metricKind"": ""GAUGE"", ""valueType"": ""DOUBLE"", ""points"": [{""interval"": {""startTime"": ""2022-02-02T10:58:00Z"", ""endTime"": ""2022-02-02T10:58:00Z""}, ""value"": {""doubleValue"": 0.0009488607668297769}}]}",9,"ip-172-31-43-68.eu-west-1.compute.internal
gcp_metrics","google:gcp:monitoring",".0","1643799480.0",,None,"gcp_metrics",1,"app-instance-2","compute.googleapis.com/instance/cpu/utilization",GAUGE,"2022-02-02T10:58:00Z","2022-02-02T10:58:00Z","0.0009488607668297769","{"""":_{"""":_{"""":_""--""},_"""":_""..///""},_"""":_{"""":_"""",_""",2859763823601143122,"pauld-gcp-project","us-central1-a","gce_instance","pauld-gcp-project:compute.googleapis.com/instance/cpu/utilization","google:gcp:monitoring","ip-172-31-43-68.eu-west-1.compute.internal",,,,none,DOUBLE
