"Cluster_Name","_raw","_time",app,"client_ip","event_action","event_result","file_path","file_type","node_name",user
isistl,"Dec  23 23:47:51 10.63.246.131 2020-12-23T23:47:51 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|10.63.229.223|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.223",OPEN,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-2(id2)",root
isistl,"Dec  23 23:47:51 10.63.246.131 2020-12-23T23:47:51 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|10.63.229.223|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.223",CLOSE,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-2(id2)",root
isistl,"Dec  23 23:47:51 10.63.246.131 2020-12-23T23:47:51 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|10.63.229.223|OPEN|SUCCESS|1|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.223",OPEN,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-2(id2)",root
isistl,"Dec  23 23:47:51 10.63.246.136 2020-12-23T23:47:51 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|10.63.229.221|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.221",OPEN,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-1(id1)",root
isistl,"Dec  23 23:47:51 10.63.246.136 2020-12-23T23:47:51 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|10.63.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.221",CLOSE,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-1(id1)",root
isistl,"Dec  23 23:47:51 10.63.246.136 2020-12-23T23:47:51 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|10.63.229.221|OPEN|SUCCESS|1|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.221",OPEN,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-1(id1)",root
isistl,"Dec  23 23:47:51 10.63.246.136 2020-12-23T23:47:51 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|10.63.229.221|READ|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.221",READ,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-1(id1)",root
isistl,"Dec  23 23:47:51 10.63.246.136 2020-12-23T23:47:51 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|10.63.229.221|OPEN|SUCCESS|1|DIR|OPENED|/ifs/ASC/Archived_VMs","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.221",OPEN,SUCCESS,"/ifs/ASC/Archived_VMs",DIR,"isistl-1(id1)",root
isistl,"Dec  23 23:47:51 10.63.246.136 2020-12-23T23:47:51 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|10.63.229.221|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.221",CLOSE,SUCCESS,"/ifs/ASC/Archived_VMs",DIR,"isistl-1(id1)",root
isistl,"Dec  23 23:47:51 10.63.246.136 2020-12-23T23:47:51 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|10.63.229.221|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.221",OPEN,SUCCESS,"/ifs/ASC/Archived_VMs",DIR,"isistl-1(id1)",root
isistl,"Dec  23 23:47:51 10.63.246.131 2020-12-23T23:47:51 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|10.63.229.223|READ|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.223",READ,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-2(id2)",root
isistl,"Dec  23 23:47:51 10.63.246.136 2020-12-23T23:47:51 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|10.63.229.221|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.221",CLOSE,SUCCESS,"/ifs/ASC/Archived_VMs",DIR,"isistl-1(id1)",root
isistl,"Dec  23 23:47:51 10.63.246.130 2020-12-23T23:47:51 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|10.63.229.222|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.222",OPEN,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-3(id3)",root
isistl,"Dec  23 23:47:51 10.63.246.130 2020-12-23T23:47:51 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|10.63.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.222",CLOSE,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-3(id3)",root
isistl,"Dec  23 23:47:51 10.63.246.130 2020-12-23T23:47:51 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|10.63.229.222|OPEN|SUCCESS|1|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.222",OPEN,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-3(id3)",root
isistl,"Dec  23 23:47:51 10.63.246.130 2020-12-23T23:47:51 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|10.63.229.222|READ|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.222",READ,SUCCESS,"/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile",FILE,"isistl-3(id3)",root
isistl,"Dec  23 23:47:51 10.63.246.130 2020-12-23T23:47:51 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|10.63.229.211|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iormstats.sf","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.211",OPEN,SUCCESS,"/ifs/ASC/Archived_VMs/.iormstats.sf",FILE,"isistl-3(id3)",root
isistl,"Dec  23 23:47:51 10.63.246.130 2020-12-23T23:47:51 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|10.63.229.211|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iormstats.sf","2020-12-23T23:47:51.000+0000","audit_protocol","10.63.229.211",WRITE,SUCCESS,"/ifs/ASC/Archived_VMs/.iormstats.sf",FILE,"isistl-3(id3)",root
