syslogID,module,submodule,type,severity,important,index
42200606,MGMT,SM_MGMT_LICENSE,Event,Info,0,6
4220040b,MGMT,SM_MGMT_LICENSE,Event,Warning,0,11
4220030c,MGMT,SM_MGMT_LICENSE,Event,Error,0,12
4220030e,MGMT,SM_MGMT_LICENSE,Event,Error,0,14
4220040f,MGMT,SM_MGMT_LICENSE,Event,Warning,0,15
42200110,MGMT,SM_MGMT_LICENSE,Event,Alert,0,16
42200411,MGMT,SM_MGMT_LICENSE,Event,Warning,0,17
42200612,MGMT,SM_MGMT_LICENSE,Event,Info,0,18
42200313,MGMT,SM_MGMT_LICENSE,Event,Error,0,19
42200314,MGMT,SM_MGMT_LICENSE,Event,Error,0,20
42200315,MGMT,SM_MGMT_LICENSE,Event,Error,0,21
42200116,MGMT,SM_MGMT_LICENSE,Event,Alert,0,22
42200417,MGMT,SM_MGMT_LICENSE,Event,Warning,0,23
41280201,SYS,SM_SYS_CHASSISD_X86,Event,Critical,0,1
41280202,SYS,SM_SYS_CHASSISD_X86,Event,Critical,0,2
41280a03,SYS,SM_SYS_CHASSISD_X86,Event,Critical,1,3
41280a04,SYS,SM_SYS_CHASSISD_X86,Event,Critical,1,4
41280a05,SYS,SM_SYS_CHASSISD_X86,Event,Critical,1,5
41280206,SYS,SM_SYS_CHASSISD_X86,Event,Critical,0,6
41280907,SYS,SM_SYS_CHASSISD_X86,Event,Alert,1,7
41280908,SYS,SM_SYS_CHASSISD_X86,Event,Alert,1,8
41280909,SYS,SM_SYS_CHASSISD_X86,Event,Alert,1,9
41280a0a,SYS,SM_SYS_CHASSISD_X86,Event,Critical,1,10
41280a0b,SYS,SM_SYS_CHASSISD_X86,Event,Critical,1,11
41280a0c,SYS,SM_SYS_CHASSISD_X86,Event,Critical,1,12
41280a0d,SYS,SM_SYS_CHASSISD_X86,Event,Critical,1,13
410c0201,SYS,SM_SYS_MONITOR,Event,Critical,0,1
410c0202,SYS,SM_SYS_MONITOR,Event,Critical,0,2
410c0a03,SYS,SM_SYS_MONITOR,Event,Critical,1,3
410c0a04,SYS,SM_SYS_MONITOR,Event,Critical,1,4
410c0205,SYS,SM_SYS_MONITOR,Event,Critical,0,5
410c0206,SYS,SM_SYS_MONITOR,Event,Critical,0,6
410c0a07,SYS,SM_SYS_MONITOR,Event,Critical,1,7
410c0a08,SYS,SM_SYS_MONITOR,Event,Critical,1,8
410c0a09,SYS,SM_SYS_MONITOR,Event,Critical,1,9
410c0a0a,SYS,SM_SYS_MONITOR,Event,Critical,1,10
410c0a0b,SYS,SM_SYS_MONITOR,Event,Critical,1,11
410c0a0c,SYS,SM_SYS_MONITOR,Event,Critical,1,12
410c0a0d,SYS,SM_SYS_MONITOR,Event,Critical,1,13
410c0a0e,SYS,SM_SYS_MONITOR,Event,Critical,1,14
410c0a0f,SYS,SM_SYS_MONITOR,Event,Critical,1,15
410c020d,SYS,SM_SYS_MONITOR,Event,Critical,0,13
410c020e,SYS,SM_SYS_MONITOR,Event,Critical,0,14
410c020f,SYS,SM_SYS_MONITOR,Event,Critical,0,15
410c0210,SYS,SM_SYS_MONITOR,Event,Critical,0,16
410c0211,SYS,SM_SYS_MONITOR,Event,Critical,0,17
4608361f,FLOW,SM_FW_NAT,Traffic,Info,0,31
46083620,FLOW,SM_FW_NAT,Traffic,Info,0,32
46080404,FLOW,SM_FW_NAT,Event,Warning,0,4
46080405,FLOW,SM_FW_NAT,Event,Warning,0,5
46083621,FLOW,SM_FW_NAT,Traffic,Info,0,33
46083622,FLOW,SM_FW_NAT,Traffic,Info,0,34
46080409,FLOW,SM_FW_NAT,Event,Warning,0,9
46083610,FLOW,SM_FW_NAT,Traffic,Info,0,16
46083611,FLOW,SM_FW_NAT,Traffic,Info,0,17
46080212,FLOW,SM_FW_NAT,Event,Critical,0,18
46080213,FLOW,SM_FW_NAT,Event,Critical,0,19
46080214,FLOW,SM_FW_NAT,Event,Critical,0,20
46083623,FLOW,SM_FW_NAT,Traffic,Info,0,35
46083624,FLOW,SM_FW_NAT,Traffic,Info,0,36
46080217,FLOW,SM_FW_NAT,Event,Critical,0,23
46080218,FLOW,SM_FW_NAT,Event,Critical,0,24
46083619,FLOW,SM_FW_NAT,Traffic,Info,0,25
4608361a,FLOW,SM_FW_NAT,Traffic,Info,0,26
4608361b,FLOW,SM_FW_NAT,Traffic,Info,0,27
4608361c,FLOW,SM_FW_NAT,Traffic,Info,0,28
4608021d,FLOW,SM_FW_NAT,Event,Critical,0,29
4608021e,FLOW,SM_FW_NAT,Event,Critical,0,30
464c761e,FLOW,SM_FW_NBC,NBC,Info,0,30
464c761f,FLOW,SM_FW_NBC,NBC,Info,0,31
464c7620,FLOW,SM_FW_NBC,NBC,Info,0,32
464c7621,FLOW,SM_FW_NBC,NBC,Info,0,33
464c7622,FLOW,SM_FW_NBC,NBC,Info,0,34
464c7623,FLOW,SM_FW_NBC,NBC,Info,0,35
464c7624,FLOW,SM_FW_NBC,NBC,Info,0,36
464c7625,FLOW,SM_FW_NBC,NBC,Info,0,37
464c7617,FLOW,SM_FW_NBC,NBC,Info,0,23
464c7618,FLOW,SM_FW_NBC,NBC,Info,0,24
464c7619,FLOW,SM_FW_NBC,NBC,Info,0,25
464c7627,FLOW,SM_FW_NBC,NBC,Info,0,39
464c761b,FLOW,SM_FW_NBC,NBC,Info,0,27
464c7628,FLOW,SM_FW_NBC,NBC,Info,0,40
464c761d,FLOW,SM_FW_NBC,NBC,Info,0,29
43480501,NET,SM_NET_ND,Event,Notice,0,1
43480502,NET,SM_NET_ND,Event,Notice,0,2
43480306,NET,SM_NET_ND,Event,Error,0,6
41340201,SYS,SM_SYS_HA,Event,Critical,0,1
41340202,SYS,SM_SYS_HA,Event,Critical,0,2
41340203,SYS,SM_SYS_HA,Event,Critical,0,3
41340204,SYS,SM_SYS_HA,Event,Critical,0,4
46740401,FLOW,SM_FW_NGQOS,Event,Warning,0,1
46740402,FLOW,SM_FW_NGQOS,Event,Warning,0,2
42400501,MGMT,SM_MGMT_NMAGENT,Event,Notice,0,1
42400502,MGMT,SM_MGMT_NMAGENT,Event,Notice,0,2
42400503,MGMT,SM_MGMT_NMAGENT,Event,Notice,0,3
42400404,MGMT,SM_MGMT_NMAGENT,Event,Warning,0,4
42400405,MGMT,SM_MGMT_NMAGENT,Event,Warning,0,5
42400506,MGMT,SM_MGMT_NMAGENT,Event,Notice,0,6
43200301,NET,SM_NET_NTP,Event,Error,0,1
43200302,NET,SM_NET_NTP,Event,Error,0,2
43200303,NET,SM_NET_NTP,Event,Error,0,3
43200304,NET,SM_NET_NTP,Event,Error,0,4
43200305,NET,SM_NET_NTP,Event,Error,0,5
43200306,NET,SM_NET_NTP,Event,Error,0,6
43200307,NET,SM_NET_NTP,Event,Error,0,7
43200308,NET,SM_NET_NTP,Event,Error,0,8
43200509,NET,SM_NET_NTP,Event,Notice,0,9
4320030a,NET,SM_NET_NTP,Event,Error,0,10
4320050b,NET,SM_NET_NTP,Event,Notice,0,11
4320050c,NET,SM_NET_NTP,Event,Notice,0,12
4320030d,NET,SM_NET_NTP,Event,Error,0,13
4320030e,NET,SM_NET_NTP,Event,Error,0,14
4320030f,NET,SM_NET_NTP,Event,Error,0,15
43200310,NET,SM_NET_NTP,Event,Error,0,16
43200311,NET,SM_NET_NTP,Event,Error,0,17
43200312,NET,SM_NET_NTP,Event,Error,0,18
43200313,NET,SM_NET_NTP,Event,Error,0,19
43200314,NET,SM_NET_NTP,Event,Error,0,20
4320031d,NET,SM_NET_NTP,Event,Error,0,29
43200316,NET,SM_NET_NTP,Event,Error,0,22
43200317,NET,SM_NET_NTP,Event,Error,0,23
43200318,NET,SM_NET_NTP,Event,Error,0,24
4320031e,NET,SM_NET_NTP,Event,Error,0,30
4320051a,NET,SM_NET_NTP,Event,Notice,0,26
4320031b,NET,SM_NET_NTP,Event,Error,0,27
4320021c,NET,SM_NET_NTP,Event,Critical,0,28
43106604,NET,SM_NET_OSPF,Network,Info,0,4
43100202,NET,SM_NET_OSPF,Event,Critical,0,2
43100203,NET,SM_NET_OSPF,Event,Critical,0,3
42080a01,MGMT,SM_MGMT_PARSER,Event,Critical,1,1
42080a03,MGMT,SM_MGMT_PARSER,Event,Critical,1,3
42080a04,MGMT,SM_MGMT_PARSER,Event,Critical,1,4
42080a05,MGMT,SM_MGMT_PARSER,Event,Critical,1,5
42080a06,MGMT,SM_MGMT_PARSER,Event,Critical,1,6
42080a07,MGMT,SM_MGMT_PARSER,Event,Critical,1,7
42080a08,MGMT,SM_MGMT_PARSER,Event,Critical,1,8
42080a09,MGMT,SM_MGMT_PARSER,Event,Critical,1,9
42080a0a,MGMT,SM_MGMT_PARSER,Event,Critical,1,10
42080a0b,MGMT,SM_MGMT_PARSER,Event,Critical,1,11
42080a0c,MGMT,SM_MGMT_PARSER,Event,Critical,1,12
49040301,RES,SM_RES_PKI,Event,Error,0,1
49040302,RES,SM_RES_PKI,Event,Error,0,2
49040603,RES,SM_RES_PKI,Event,Info,0,3
49040304,RES,SM_RES_PKI,Event,Error,0,4
49040605,RES,SM_RES_PKI,Event,Info,0,5
49040306,RES,SM_RES_PKI,Event,Error,0,6
49040607,RES,SM_RES_PKI,Event,Info,0,7
49040208,RES,SM_RES_PKI,Event,Critical,0,8
49040209,RES,SM_RES_PKI,Event,Critical,0,9
4904020a,RES,SM_RES_PKI,Event,Critical,0,10
4904020b,RES,SM_RES_PKI,Event,Critical,0,11
4904040c,RES,SM_RES_PKI,Event,Warning,0,12
4904040d,RES,SM_RES_PKI,Event,Warning,0,13
4904060e,RES,SM_RES_PKI,Event,Info,0,14
4904060f,RES,SM_RES_PKI,Event,Info,0,15
49040610,RES,SM_RES_PKI,Event,Info,0,16
49040611,RES,SM_RES_PKI,Event,Info,0,17
49040612,RES,SM_RES_PKI,Event,Info,0,18
49040613,RES,SM_RES_PKI,Event,Info,0,19
49040614,RES,SM_RES_PKI,Event,Info,0,20
49040615,RES,SM_RES_PKI,Event,Info,0,21
41100201,SYS,SM_SYS_CHASSISD,Event,Critical,0,1
41100202,SYS,SM_SYS_CHASSISD,Event,Critical,0,2
41100603,SYS,SM_SYS_CHASSISD,Event,Info,0,3
41100604,SYS,SM_SYS_CHASSISD,Event,Info,0,4
41100205,SYS,SM_SYS_CHASSISD,Event,Critical,0,5
41100206,SYS,SM_SYS_CHASSISD,Event,Critical,0,6
41100207,SYS,SM_SYS_CHASSISD,Event,Critical,0,7
41100208,SYS,SM_SYS_CHASSISD,Event,Critical,0,8
41100209,SYS,SM_SYS_CHASSISD,Event,Critical,0,9
4110020a,SYS,SM_SYS_CHASSISD,Event,Critical,0,10
4110020b,SYS,SM_SYS_CHASSISD,Event,Critical,0,11
4110020c,SYS,SM_SYS_CHASSISD,Event,Critical,0,12
4110020d,SYS,SM_SYS_CHASSISD,Event,Critical,0,13
4110022d,SYS,SM_SYS_CHASSISD,Event,Critical,0,45
41100a0f,SYS,SM_SYS_CHASSISD,Event,Critical,1,15
41100210,SYS,SM_SYS_CHASSISD,Event,Critical,0,16
41100211,SYS,SM_SYS_CHASSISD,Event,Critical,0,17
41100412,SYS,SM_SYS_CHASSISD,Event,Warning,0,18
41100613,SYS,SM_SYS_CHASSISD,Event,Info,0,19
41100c14,SYS,SM_SYS_CHASSISD,Event,Warning,1,20
41100a15,SYS,SM_SYS_CHASSISD,Event,Critical,1,21
41100a16,SYS,SM_SYS_CHASSISD,Event,Critical,1,22
41100a17,SYS,SM_SYS_CHASSISD,Event,Critical,1,23
41100a18,SYS,SM_SYS_CHASSISD,Event,Critical,1,24
41100a19,SYS,SM_SYS_CHASSISD,Event,Critical,1,25
41100a1a,SYS,SM_SYS_CHASSISD,Event,Critical,1,26
41100a1b,SYS,SM_SYS_CHASSISD,Event,Critical,1,27
41100a1c,SYS,SM_SYS_CHASSISD,Event,Critical,1,28
41100a1d,SYS,SM_SYS_CHASSISD,Event,Critical,1,29
4110021e,SYS,SM_SYS_CHASSISD,Event,Critical,0,30
4110021f,SYS,SM_SYS_CHASSISD,Event,Critical,0,31
41100220,SYS,SM_SYS_CHASSISD,Event,Critical,0,32
41100a21,SYS,SM_SYS_CHASSISD,Event,Critical,1,33
41100222,SYS,SM_SYS_CHASSISD,Event,Critical,0,34
41100223,SYS,SM_SYS_CHASSISD,Event,Critical,0,35
41100424,SYS,SM_SYS_CHASSISD,Event,Warning,0,36
41100a25,SYS,SM_SYS_CHASSISD,Event,Critical,1,37
41100a26,SYS,SM_SYS_CHASSISD,Event,Critical,1,38
41100a27,SYS,SM_SYS_CHASSISD,Event,Critical,1,39
41100a28,SYS,SM_SYS_CHASSISD,Event,Critical,1,40
41100c29,SYS,SM_SYS_CHASSISD,Event,Warning,1,41
41100c2a,SYS,SM_SYS_CHASSISD,Event,Warning,1,42
4110022b,SYS,SM_SYS_CHASSISD,Event,Critical,0,43
4110022c,SYS,SM_SYS_CHASSISD,Event,Critical,0,44
412c0a01,SYS,SM_SYS_MONITOR_X86,Event,Critical,1,1
412c0a02,SYS,SM_SYS_MONITOR_X86,Event,Critical,1,2
44040201,FW,SM_FW_POLICY,Event,Critical,0,1
4424361b,FW,SM_FW_TRAFFIC,Traffic,Info,0,27
4424361c,FW,SM_FW_TRAFFIC,Traffic,Info,0,28
4424361d,FW,SM_FW_TRAFFIC,Traffic,Info,0,29
4424361e,FW,SM_FW_TRAFFIC,Traffic,Info,0,30
4424361f,FW,SM_FW_TRAFFIC,Traffic,Info,0,31
44243622,FW,SM_FW_TRAFFIC,Traffic,Info,0,34
44243623,FW,SM_FW_TRAFFIC,Traffic,Info,0,35
44243620,FW,SM_FW_TRAFFIC,Traffic,Info,0,32
4424360b,FW,SM_FW_TRAFFIC,Traffic,Info,0,11
4424360c,FW,SM_FW_TRAFFIC,Traffic,Info,0,12
4424360d,FW,SM_FW_TRAFFIC,Traffic,Info,0,13
4424360e,FW,SM_FW_TRAFFIC,Traffic,Info,0,14
4424360f,FW,SM_FW_TRAFFIC,Traffic,Info,0,15
44243410,FW,SM_FW_TRAFFIC,Traffic,Warning,0,16
44243611,FW,SM_FW_TRAFFIC,Traffic,Info,0,17
44243612,FW,SM_FW_TRAFFIC,Traffic,Info,0,18
44243613,FW,SM_FW_TRAFFIC,Traffic,Info,0,19
44243614,FW,SM_FW_TRAFFIC,Traffic,Info,0,20
44243615,FW,SM_FW_TRAFFIC,Traffic,Info,0,21
44243616,FW,SM_FW_TRAFFIC,Traffic,Info,0,22
44243617,FW,SM_FW_TRAFFIC,Traffic,Info,0,23
44243618,FW,SM_FW_TRAFFIC,Traffic,Info,0,24
44243619,FW,SM_FW_TRAFFIC,Traffic,Info,0,25
44243621,FW,SM_FW_TRAFFIC,Traffic,Info,0,33
43280201,NET,SM_NET_PPPOE,Event,Critical,0,1
43280302,NET,SM_NET_PPPOE,Event,Error,0,2
43280203,NET,SM_NET_PPPOE,Event,Critical,0,3
43286204,NET,SM_NET_PPPOE,Network,Critical,0,4
43286605,NET,SM_NET_PPPOE,Network,Info,0,5
43286606,NET,SM_NET_PPPOE,Network,Info,0,6
43286708,NET,SM_NET_PPPOE,Network,Debug,0,8
4328670f,NET,SM_NET_PPPOE,Network,Debug,0,15
43286710,NET,SM_NET_PPPOE,Network,Debug,0,16
43286711,NET,SM_NET_PPPOE,Network,Debug,0,17
43286712,NET,SM_NET_PPPOE,Network,Debug,0,18
4328670d,NET,SM_NET_PPPOE,Network,Debug,0,13
4328670e,NET,SM_NET_PPPOE,Network,Debug,0,14
46300401,FLOW,SM_FW_QOS,Event,Warning,0,1
46300202,FLOW,SM_FW_QOS,Event,Critical,0,2
46300403,FLOW,SM_FW_QOS,Event,Warning,0,3
46300305,FLOW,SM_FW_QOS,Event,Error,0,5
46300406,FLOW,SM_FW_QOS,Event,Warning,0,6
46301007,FLOW,SM_FW_QOS,Alarm,Emerg,0,7
430c6201,NET,SM_NET_RIP,Network,Critical,0,1
430c6202,NET,SM_NET_RIP,Network,Critical,0,2
430c6203,NET,SM_NET_RIP,Network,Critical,0,3
430c6204,NET,SM_NET_RIP,Network,Critical,0,4
430c6205,NET,SM_NET_RIP,Network,Critical,0,5
430c6306,NET,SM_NET_RIP,Network,Error,0,6
430c6307,NET,SM_NET_RIP,Network,Error,0,7
430c6308,NET,SM_NET_RIP,Network,Error,0,8
430c6609,NET,SM_NET_RIP,Network,Info,0,9
430c660a,NET,SM_NET_RIP,Network,Info,0,10
430c660b,NET,SM_NET_RIP,Network,Info,0,11
430c660c,NET,SM_NET_RIP,Network,Info,0,12
430c660d,NET,SM_NET_RIP,Network,Info,0,13
430c660e,NET,SM_NET_RIP,Network,Info,0,14
430c660f,NET,SM_NET_RIP,Network,Info,0,15
430c6610,NET,SM_NET_RIP,Network,Info,0,16
430c6611,NET,SM_NET_RIP,Network,Info,0,17
430c6612,NET,SM_NET_RIP,Network,Info,0,18
430c6613,NET,SM_NET_RIP,Network,Info,0,19
430c6614,NET,SM_NET_RIP,Network,Info,0,20
430c6615,NET,SM_NET_RIP,Network,Info,0,21
433c0504,NET,SM_NET_RSTP,Event,Notice,0,4
433c0502,NET,SM_NET_RSTP,Event,Notice,0,2
433c0505,NET,SM_NET_RSTP,Event,Notice,0,5
43086201,NET,SM_NET_ROUTE,Network,Critical,0,1
43086402,NET,SM_NET_ROUTE,Network,Warning,0,2
43086403,NET,SM_NET_ROUTE,Network,Warning,0,3
43086614,NET,SM_NET_ROUTE,Network,Info,0,20
43086615,NET,SM_NET_ROUTE,Network,Info,0,21
43086616,NET,SM_NET_ROUTE,Network,Info,0,22
43086617,NET,SM_NET_ROUTE,Network,Info,0,23
43086208,NET,SM_NET_ROUTE,Network,Critical,0,8
43086209,NET,SM_NET_ROUTE,Network,Critical,0,9
4308640a,NET,SM_NET_ROUTE,Network,Warning,0,10
4308640b,NET,SM_NET_ROUTE,Network,Warning,0,11
4308640c,NET,SM_NET_ROUTE,Network,Warning,0,12
4308640d,NET,SM_NET_ROUTE,Network,Warning,0,13
4308660e,NET,SM_NET_ROUTE,Network,Info,0,14
4308660f,NET,SM_NET_ROUTE,Network,Info,0,15
43086610,NET,SM_NET_ROUTE,Network,Info,0,16
43086611,NET,SM_NET_ROUTE,Network,Info,0,17
43086412,NET,SM_NET_ROUTE,Network,Warning,0,18
43086418,NET,SM_NET_ROUTE,Network,Warning,0,24
44200601,FW,SM_FW_SERVICE,Event,Info,0,1
44200602,FW,SM_FW_SERVICE,Event,Info,0,2
42300301,MGMT,SM_MGMT_SMAGENT,Event,Error,0,1
4230050c,MGMT,SM_MGMT_SMAGENT,Event,Notice,0,12
4230050d,MGMT,SM_MGMT_SMAGENT,Event,Notice,0,13
4230050e,MGMT,SM_MGMT_SMAGENT,Event,Notice,0,14
4230050f,MGMT,SM_MGMT_SMAGENT,Event,Notice,0,15
42300510,MGMT,SM_MGMT_SMAGENT,Event,Notice,0,16
42300511,MGMT,SM_MGMT_SMAGENT,Event,Notice,0,17
42300a12,MGMT,SM_MGMT_SMAGENT,Event,Critical,1,18
411c0601,SYS,SM_SYS_SMSD,Event,Info,0,1
411c0402,SYS,SM_SYS_SMSD,Event,Warning,0,2
45180601,VPN,SM_VPN_SMSP,Event,Info,0,1
45180401,VPN,SM_VPN_SMSP,Event,Warning,0,1
45180301,VPN,SM_VPN_SMSP,Event,Error,0,1
42280401,MGMT,SM_MGMT_SSH,Event,Warning,0,1
44645501,FW,SM_FW_SSLPROXY,Security,Notice,0,1
45140601,VPN,SM_VPN_SSL,Event,Info,0,1
45140602,VPN,SM_VPN_SSL,Event,Info,0,2
45140603,VPN,SM_VPN_SSL,Event,Info,0,3
4514061f,VPN,SM_VPN_SSL,Event,Info,0,31
45140605,VPN,SM_VPN_SSL,Event,Info,0,5
45140606,VPN,SM_VPN_SSL,Event,Info,0,6
45140607,VPN,SM_VPN_SSL,Event,Info,0,7
45140608,VPN,SM_VPN_SSL,Event,Info,0,8
45140609,VPN,SM_VPN_SSL,Event,Info,0,9
4514060a,VPN,SM_VPN_SSL,Event,Info,0,10
45140620,VPN,SM_VPN_SSL,Event,Info,0,32
4514060c,VPN,SM_VPN_SSL,Event,Info,0,12
4514060d,VPN,SM_VPN_SSL,Event,Info,0,13
45140321,VPN,SM_VPN_SSL,Event,Error,0,33
45140322,VPN,SM_VPN_SSL,Event,Error,0,34
45140610,VPN,SM_VPN_SSL,Event,Info,0,16
45140611,VPN,SM_VPN_SSL,Event,Info,0,17
45140612,VPN,SM_VPN_SSL,Event,Info,0,18
45140613,VPN,SM_VPN_SSL,Event,Info,0,19
45140614,VPN,SM_VPN_SSL,Event,Info,0,20
45140615,VPN,SM_VPN_SSL,Event,Info,0,21
45140616,VPN,SM_VPN_SSL,Event,Info,0,22
45140417,VPN,SM_VPN_SSL,Event,Warning,0,23
45140618,VPN,SM_VPN_SSL,Event,Info,0,24
45140423,VPN,SM_VPN_SSL,Event,Warning,0,35
4514061a,VPN,SM_VPN_SSL,Event,Info,0,26
4514061b,VPN,SM_VPN_SSL,Event,Info,0,27
4514041c,VPN,SM_VPN_SSL,Event,Warning,0,28
4514061d,VPN,SM_VPN_SSL,Event,Info,0,29
4514041e,VPN,SM_VPN_SSL,Event,Warning,0,30
423c0201,MGMT,SM_MGMT_SSM_HA,Event,Critical,0,1
423c0202,MGMT,SM_MGMT_SSM_HA,Event,Critical,0,2
423c0503,MGMT,SM_MGMT_SSM_HA,Event,Notice,0,3
423c0504,MGMT,SM_MGMT_SSM_HA,Event,Notice,0,4
423c0505,MGMT,SM_MGMT_SSM_HA,Event,Notice,0,5
44700a01,FW,SM_FW_IPFIX_STAT,Event,Critical,1,1
44700a02,FW,SM_FW_IPFIX_STAT,Event,Critical,1,2
44700a03,FW,SM_FW_IPFIX_STAT,Event,Critical,1,3
44700a08,FW,SM_FW_IPFIX_STAT,Event,Critical,1,8
46480201,FLOW,SM_FW_STAT,Event,Critical,0,1
42240407,MGMT,SM_MGMT_TELNET,Event,Warning,0,7
42240408,MGMT,SM_MGMT_TELNET,Event,Warning,0,8
446bf401,FW,SM_FW_WEB_REDIRECT,43540601,NET,SM_NET_TROUBLESHOOTING,Event,Info,0,1
43540602,NET,SM_NET_TROUBLESHOOTING,Event,Info,0,2
43540603,NET,SM_NET_TROUBLESHOOTING,Event,Info,0,3
43540604,NET,SM_NET_TROUBLESHOOTING,Event,Info,0,4
43540605,NET,SM_NET_TROUBLESHOOTING,Event,Info,0,5
43540606,NET,SM_NET_TROUBLESHOOTING,Event,Info,0,6
41140601,SYS,SM_SYS_UPDATED,Event,Info,0,1
41140602,SYS,SM_SYS_UPDATED,Event,Info,0,2
41140203,SYS,SM_SYS_UPDATED,Event,Critical,0,3
41140504,SYS,SM_SYS_UPDATED,Event,Notice,0,4
41140205,SYS,SM_SYS_UPDATED,Event,Critical,0,5
41140206,SYS,SM_SYS_UPDATED,Event,Critical,0,6
41140207,SYS,SM_SYS_UPDATED,Event,Critical,0,7
4b040301,UTAD,SM_UTAD_FRAME,Event,Error,0,1
4b040602,UTAD,SM_UTAD_FRAME,Event,Info,0,2
4b040603,UTAD,SM_UTAD_FRAME,Event,Info,0,3
4b040404,UTAD,SM_UTAD_FRAME,Event,Warning,0,4
4b040405,UTAD,SM_UTAD_FRAME,Event,Warning,0,5
4b040506,UTAD,SM_UTAD_FRAME,Event,Notice,0,6
4b040507,UTAD,SM_UTAD_FRAME,Event,Notice,0,7
4b040508,UTAD,SM_UTAD_FRAME,Event,Notice,0,8
4b040409,UTAD,SM_UTAD_FRAME,Event,Warning,0,9
4b04040a,UTAD,SM_UTAD_FRAME,Event,Warning,0,10
4b04040b,UTAD,SM_UTAD_FRAME,Event,Warning,0,11
4b04040c,UTAD,SM_UTAD_FRAME,Event,Warning,0,12
4b04040d,UTAD,SM_UTAD_FRAME,Event,Warning,0,13
4b04040e,UTAD,SM_UTAD_FRAME,Event,Warning,0,14
4b080401,UTAD,SM_UTAD_LOG,Event,Warning,0,1
4b080402,UTAD,SM_UTAD_LOG,Event,Warning,0,2
4b080403,UTAD,SM_UTAD_LOG,Event,Warning,0,3
4b0c5401,UTAD,SM_UTAD_ABN,Security,Warning,0,1
4b0c5402,UTAD,SM_UTAD_ABN,Security,Warning,0,2
4b0c5403,UTAD,SM_UTAD_ABN,Security,Warning,0,3
4b0c5404,UTAD,SM_UTAD_ABN,Security,Warning,0,4
4b0c5405,UTAD,SM_UTAD_ABN,Security,Warning,0,5
4b0c5406,UTAD,SM_UTAD_ABN,Security,Warning,0,6
4b0c5407,UTAD,SM_UTAD_ABN,Security,Warning,0,7
4b0c5408,UTAD,SM_UTAD_ABN,Security,Warning,0,8
4b0c5409,UTAD,SM_UTAD_ABN,Security,Warning,0,9
4b0c540a,UTAD,SM_UTAD_ABN,Security,Warning,0,10
4b0c540b,UTAD,SM_UTAD_ABN,Security,Warning,0,11
4b0c540c,UTAD,SM_UTAD_ABN,Security,Warning,0,12
4b0c540d,UTAD,SM_UTAD_ABN,Security,Warning,0,13
4b0c540e,UTAD,SM_UTAD_ABN,Security,Warning,0,14
4b0c540f,UTAD,SM_UTAD_ABN,Security,Warning,0,15
4b0c5410,UTAD,SM_UTAD_ABN,Security,Warning,0,16
4b0c5411,UTAD,SM_UTAD_ABN,Security,Warning,0,17
4b0c5412,UTAD,SM_UTAD_ABN,Security,Warning,0,18
4b0c5413,UTAD,SM_UTAD_ABN,Security,Warning,0,19
4b0c5414,UTAD,SM_UTAD_ABN,Security,Warning,0,20
4b0c5415,UTAD,SM_UTAD_ABN,Security,Warning,0,21
4b0c5416,UTAD,SM_UTAD_ABN,Security,Warning,0,22
4b0c5417,UTAD,SM_UTAD_ABN,Security,Warning,0,23
4b0c5418,UTAD,SM_UTAD_ABN,Security,Warning,0,24
4b0c5419,UTAD,SM_UTAD_ABN,Security,Warning,0,25
4b0c541a,UTAD,SM_UTAD_ABN,Security,Warning,0,26
4b0c541b,UTAD,SM_UTAD_ABN,Security,Warning,0,27
4b0c061c,UTAD,SM_UTAD_ABN,Event,Info,0,28
4b0c061d,UTAD,SM_UTAD_ABN,Event,Info,0,29
4b0c061e,UTAD,SM_UTAD_ABN,Event,Info,0,30
4b100401,UTAD,SM_UTAD_DATABASE,Event,Warning,0,1
4b100102,UTAD,SM_UTAD_DATABASE,Event,Alert,0,2
45080601,VPN,SM_VPN_IKE,Event,Info,0,1
45080602,VPN,SM_VPN_IKE,Event,Info,0,2
45080603,VPN,SM_VPN_IKE,Event,Info,0,3
45080604,VPN,SM_VPN_IKE,Event,Info,0,4
45080605,VPN,SM_VPN_IKE,Event,Info,0,5
4508063a,VPN,SM_VPN_IKE,Event,Info,0,58
45080607,VPN,SM_VPN_IKE,Event,Info,0,7
4508063b,VPN,SM_VPN_IKE,Event,Info,0,59
4508063c,VPN,SM_VPN_IKE,Event,Info,0,60
4508063d,VPN,SM_VPN_IKE,Event,Info,0,61
4508030b,VPN,SM_VPN_IKE,Event,Error,0,11
4508030c,VPN,SM_VPN_IKE,Event,Error,0,12
4508060d,VPN,SM_VPN_IKE,Event,Info,0,13
4508060e,VPN,SM_VPN_IKE,Event,Info,0,14
4508060f,VPN,SM_VPN_IKE,Event,Info,0,15
45086610,VPN,SM_VPN_IKE,Network,Info,0,16
45086611,VPN,SM_VPN_IKE,Network,Info,0,17
45086612,VPN,SM_VPN_IKE,Network,Info,0,18
45086613,VPN,SM_VPN_IKE,Network,Info,0,19
45086614,VPN,SM_VPN_IKE,Network,Info,0,20
45086615,VPN,SM_VPN_IKE,Network,Info,0,21
45086616,VPN,SM_VPN_IKE,Network,Info,0,22
45086617,VPN,SM_VPN_IKE,Network,Info,0,23
45086618,VPN,SM_VPN_IKE,Network,Info,0,24
45086619,VPN,SM_VPN_IKE,Network,Info,0,25
