"_raw",host,index,source,sourcetype,time
"{""f_fstypename"": ""efs"", ""f_ffree"": 620907578512, ""f_type"": 101, ""f_owner"": 0, ""f_namemax"": 255, ""f_files"": 631599837552, ""namespace"": ""cluster"", ""f_iosize"": 8192, ""f_mntonname"": ""/ifs"", ""f_mntfromname"": ""OneFS"", ""f_version"": 537068824, ""f_bavail"": 50375473556, ""f_bsize"": 8192, ""f_blocks"": 52292130552, ""node"": ""1.2.247.40"", ""f_flags"": 268439556, ""timestamp"": ""2016-07-21 12:58:41"", ""f_bfree"": 51402063140}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/statfs","emc:isilon:rest","21-07-2016 12:58:41"
"{""name"": ""isisyd"", ""guid"": ""00074309f3d03a9f1757300bce83da0f21f4"", ""namespace"": ""cluster"", ""timezone"": {""custom"": """", ""abbreviation"": ""AEST"", ""name"": ""Advanced"", ""path"": ""Australia/Sydney""}, ""is_compliance"": false, ""description"": """", ""join_mode"": ""Manual"", ""timestamp"": ""2016-07-21 12:58:41"", ""devices"": [{""devid"": 1, ""guid"": ""00074309f3d0a4691e562f1ad105ee712d2b"", ""lnn"": 1}, {""devid"": 2, ""guid"": ""00074309f2e6fadc1d56ec058ad85991b7dd"", ""lnn"": 2}, {""devid"": 3, ""guid"": ""00074309f3d2e7dc1d56a31cbc95621cd30d"", ""lnn"": 3}], ""is_rolling_upgrade"": false, ""local_devid"": 3, ""encoding"": ""utf-8"", ""local_serial"": ""SN400-231327-0040"", ""local_lnn"": 3, ""node"": ""1.2.247.40"", ""onefs_version"": {""release"": ""v1.2.0.1"", ""build"": ""B_MR_8_0_0_1_131(RELEASE)"", ""revision"": ""576461095901855875"", ""type"": ""Isilon OneFS"", ""version"": ""Isilon OneFS v1.2.0.1 B_MR_8_0_0_1_131(RELEASE): 0x800005000100083:Sat May 14 02:57:03 PDT 2016    root@sea-build10-06:/b/mnt/obj/b/mnt/src/sys/IQ.amd64.release   FreeBSD clang version 3.3 (tags/RELEASE_33/final 183502) 20130610""}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/config","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""cluster"", ""ipAddress"": ""1.2.247.104"", ""devId"": 21, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/external-ips","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""cluster"", ""ipAddress"": ""1.2.247.103"", ""devId"": 20, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/external-ips","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""cluster"", ""ipAddress"": ""1.2.115.0"", ""devId"": 19, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/external-ips","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""cluster"", ""ipAddress"": ""1.2.247.107"", ""devId"": 18, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/external-ips","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""cluster"", ""ipAddress"": ""1.2.222.36"", ""devId"": 17, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/external-ips","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""cluster"", ""ipAddress"": ""1.2.222.20"", ""devId"": 16, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/external-ips","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""cluster"", ""ipAddress"": ""1.2.247.40"", ""devId"": 15, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/external-ips","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""cluster"", ""ipAddress"": ""1.2.247.102"", ""devId"": 14, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/cluster/external-ips","emc:isilon:rest","21-07-2016 12:58:41"
