"_raw",host,index,source,sourcetype
"May 17 12:43:09 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.244|NFS|OPEN|SUCCESS|0|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:09 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.244|NFS|OPEN|SUCCESS|32|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:42:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:42:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:42:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:42:43 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:41:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:41:24 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:41:24 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:41:22 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:40:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:40:44 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:40:44 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:40:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4371979476|/ifs/testlabnfs/CPMASSQL81_clone","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:40:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:40:30 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:39:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:39:40 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:39:40 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:39:29 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:39:16 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:39:16 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:39:15 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:38:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:38:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:38:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:38:45 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:38:21 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:38:21 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:38:21 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:37:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:37:43 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:37:43 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|1|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:36:32 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:36:23 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:36:23 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:36:21 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:35:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:35:43 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:35:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4371979476|/ifs/testlabnfs/CPMASSQL81_clone","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:35:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:34:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:34:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:34:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:34:11 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:33:57 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:33:57 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:33:45 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:33:36 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:32:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:32:45 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:32:45 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:32:43 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:32:21 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:32:21 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:32:21 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:31:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:31:21 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:31:21 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:31:13 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:30:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:30:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:30:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:30:40 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:30:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4371979476|/ifs/testlabnfs/CPMASSQL81_clone","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:30:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:29:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:29:43 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:29:16 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:29:16 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|1|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:28:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:28:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:28:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:28:45 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:42 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:42 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:42 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:42 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:42 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:19 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:19 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|1|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:07 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:07 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:27:07 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
