"_raw",host,index,source,sourcetype,time
"{""node"": ""1.2.247.40"", ""total"": 0, ""namespace"": ""storagepool"", ""timestamp"": ""2016-07-21 12:58:41""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/storagepool/tiers","emc:isilon:rest","21-07-2016 12:58:41"
"{""node"": ""1.2.246.130"", ""timestamp"": ""2016-07-21 12:58:41"", ""namespace"": ""storagepool"", ""settings"": {""virtual_hot_spare_deny_writes"": true, ""virtual_hot_spare_hide_spare"": true, ""spillover_target"": {""type"": ""anywhere"", ""id"": null, ""name"": null}, ""ssd_l3_cache_default_enabled"": true, ""automatically_manage_protection"": ""files_at_default"", ""global_namespace_acceleration_state"": ""inactive"", ""protect_directories_one_level_higher"": true, ""global_namespace_acceleration_enabled"": false, ""virtual_hot_spare_limit_percent"": 0, ""virtual_hot_spare_limit_drives"": 1, ""automatically_manage_io_optimization"": ""files_at_default"", ""spillover_enabled"": true}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/storagepool/settings","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""storagepool"", ""node"": ""1.2.246.130"", ""timestamp"": ""2016-07-21 12:58:41"", ""total"": 1}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/storagepool/tiers","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""storagepool"", ""node"": ""1.2.246.130"", ""timestamp"": ""2016-07-21 12:58:41"", ""tiers"": {""name"": ""s200_tier"", ""children"": [""s200_7.2tb_48gb""], ""lnns"": [1, 2, 3], ""usage"": {""avail_ssd_bytes"": ""0"", ""free_ssd_bytes"": ""0"", ""free_bytes"": ""3784148697088"", ""virtual_hot_spare_bytes"": ""693188919296"", ""total_ssd_bytes"": ""0"", ""total_bytes"": ""20159194857472"", ""balanced"": false, ""avail_bytes"": ""3090959777792""}, ""id"": 11}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/storagepool/tiers","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""storagepool"", ""timestamp"": ""2016-07-21 12:58:41"", ""node"": ""1.2.246.130"", ""total"": 1}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/storagepool/nodepools","emc:isilon:rest","21-07-2016 12:58:41"
"{""nodepools"": {""manual"": false, ""protection_policy"": ""+2d:1n"", ""usage"": {""free_bytes"": ""3784148697088"", ""total_ssd_bytes"": ""0"", ""free_ssd_bytes"": ""0"", ""avail_bytes"": ""3090959777792"", ""virtual_hot_spare_bytes"": ""693188919296"", ""total_bytes"": ""20159194857472"", ""balanced"": false, ""avail_ssd_bytes"": ""0""}, ""lnns"": [1, 2, 3], ""id"": 2, ""tier"": ""s200_tier"", ""name"": ""s200_7.2tb_48gb"", ""can_disable_l3"": true, ""l3_status"": ""storage"", ""can_enable_l3"": false, ""l3"": false}, ""timestamp"": ""2016-07-21 12:58:41"", ""node"": ""1.2.246.130"", ""namespace"": ""storagepool""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/storagepool/nodepools","emc:isilon:rest","21-07-2016 12:58:41"
"{""timestamp"": ""2016-07-21 12:58:41"", ""storagepools"": {""lnns"": [1, 2, 3], ""id"": 2, ""manual"": false, ""protection_policy"": ""+2d:1n"", ""usage"": {""free_bytes"": ""3784148697088"", ""balanced"": false, ""free_ssd_bytes"": ""0"", ""total_bytes"": ""20159194857472"", ""avail_ssd_bytes"": ""0"", ""total_ssd_bytes"": ""0"", ""avail_bytes"": ""3090959777792"", ""virtual_hot_spare_bytes"": ""693188919296""}, ""can_enable_l3"": false, ""l3_status"": ""storage"", ""can_disable_l3"": true, ""l3"": false, ""name"": ""s200_7.2tb_48gb"", ""type"": ""nodepool""}, ""node"": ""1.2.246.130"", ""namespace"": ""storagepool""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/storagepool/storagepools","emc:isilon:rest","21-07-2016 12:58:41"
"{""timestamp"": ""2016-07-21 12:58:41"", ""storagepools"": {""lnns"": [1, 2, 3], ""name"": ""s200_tier"", ""id"": 11, ""type"": ""tier"", ""usage"": {""free_bytes"": ""3784148697088"", ""balanced"": false, ""free_ssd_bytes"": ""0"", ""total_bytes"": ""20159194857472"", ""avail_ssd_bytes"": ""0"", ""total_ssd_bytes"": ""0"", ""avail_bytes"": ""3090959777792"", ""virtual_hot_spare_bytes"": ""693188919296""}, ""children"": [""s200_7.2tb_48gb""]}, ""node"": ""1.2.246.130"", ""namespace"": ""storagepool""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/storagepool/storagepools","emc:isilon:rest","21-07-2016 12:58:41"
"{""total"": 2, ""timestamp"": ""2016-07-21 12:58:41"", ""node"": ""1.2.246.130"", ""namespace"": ""storagepool""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/storagepool/storagepools","emc:isilon:rest","21-07-2016 12:58:41"
"{""namespace"": ""storagepool"", ""timestamp"": ""2016-07-21 12:58:42"", ""node"": ""1.2.247.40"", ""settings"": {""global_namespace_acceleration_state"": ""inactive"", ""global_namespace_acceleration_enabled"": false, ""virtual_hot_spare_hide_spare"": true, ""virtual_hot_spare_deny_writes"": true, ""protect_directories_one_level_higher"": true, ""virtual_hot_spare_limit_percent"": 0, ""virtual_hot_spare_limit_drives"": 1, ""spillover_target"": {""name"": null, ""id"": null, ""type"": ""anywhere""}, ""automatically_manage_io_optimization"": ""files_at_default"", ""ssd_l3_cache_default_enabled"": true, ""automatically_manage_protection"": ""files_at_default"", ""spillover_enabled"": true}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/storagepool/settings","emc:isilon:rest","21-07-2016 12:58:42"
"{""namespace"": ""storagepool"", ""timestamp"": ""2016-07-21 12:58:42"", ""node"": ""1.2.247.40"", ""total"": 1}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/storagepool/nodepools","emc:isilon:rest","21-07-2016 12:58:42"
"{""nodepools"": {""id"": 2, ""tier"": null, ""name"": ""n400_144tb_48gb"", ""usage"": {""free_ssd_bytes"": ""0"", ""avail_bytes"": ""412675879370752"", ""avail_ssd_bytes"": ""0"", ""balanced"": true, ""virtual_hot_spare_bytes"": ""8409821872128"", ""total_ssd_bytes"": ""0"", ""free_bytes"": ""421085701242880"", ""total_bytes"": ""428377133481984""}, ""manual"": false, ""protection_policy"": ""+2d:1n"", ""lnns"": [1, 2, 3], ""can_disable_l3"": true, ""l3_status"": ""storage"", ""can_enable_l3"": false, ""l3"": false}, ""timestamp"": ""2016-07-21 12:58:42"", ""namespace"": ""storagepool"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/storagepool/nodepools","emc:isilon:rest","21-07-2016 12:58:42"
"{""timestamp"": ""2016-07-21 12:58:42"", ""node"": ""1.2.247.40"", ""namespace"": ""storagepool"", ""total"": 1}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/storagepool/storagepools","emc:isilon:rest","21-07-2016 12:58:42"
