"_raw",host,index,source,sourcetype
"Sep 20 20:26:34 1.2.3.4 2016-09-20T20:24:04 isisyd-4 sshd[37278]: error: PAM: unknown user user does not exist or does not have the privilege ISI_PRIV_LOGIN_SSH: administrator from 1.2.251.95","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:26:28 1.2.3.4 2016-09-20T20:23:58 isisyd-4 sshd[37278]: Postponed keyboard-interactive for invalid user administrator from 1.2.251.95 port 51221 ssh2 [preauth]","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:26:28 1.2.3.4 2016-09-20T20:23:58 isisyd-4 sshd[37278]: Failed keyboard-interactive/pam for invalid user administrator from 1.2.251.95 port 51221 ssh2","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:26:28 1.2.3.4 2016-09-20T20:23:58 isisyd-4 sshd[37278]: error: PAM: unknown user user does not exist or does not have the privilege ISI_PRIV_LOGIN_SSH: administrator from 1.2.251.95","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:26:24 1.2.3.4 2016-09-20T20:23:53 isisyd-4 sshd[37278]: Postponed keyboard-interactive for invalid user administrator from 1.2.251.95 port 51221 ssh2 [preauth]","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:26:24 1.2.3.4 2016-09-20T20:23:53 isisyd-4 sshd[37278]: Failed keyboard-interactive/pam for invalid user administrator from 1.2.251.95 port 51221 ssh2","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:26:24 1.2.3.4 2016-09-20T20:23:53 isisyd-4 sshd[37278]: error: PAM: unknown user user does not exist or does not have the privilege ISI_PRIV_LOGIN_SSH: administrator from 1.2.251.95","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:26:21 1.2.3.4 2016-09-20T20:23:51 isisyd-4 sshd[37278]: Postponed keyboard-interactive for invalid user administrator from 1.2.251.95 port 51221 ssh2 [preauth]","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:26:21 1.2.3.4 2016-09-20T20:23:51 isisyd-4 sshd[37278]: input_userauth_request: invalid user administrator [preauth]","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:26:21 1.2.3.4 2016-09-20T20:23:51 isisyd-4 sshd[37278]: Invalid user administrator from 1.2.251.95","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:24:08 1.2.3.5 2016-09-20T20:21:37 isisyd-5 sshd[32054]: Connection closed by 1.2.249.5 [preauth]","1.2.3.5",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:23:38 1.2.3.1 2016-09-20T20:21:07 isisyd-1 sshd[77707]: Received disconnect from 1.2.249.5: 11: disconnected by user","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:23:33 1.2.3.1 2016-09-20T20:21:02 isisyd-1 sshd[77707]: Could not retrieve compliance mode information [preauth]","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:23:33 1.2.3.1 2016-09-20T20:21:02 isisyd-1 sshd[77707]: Accepted keyboard-interactive/pam for root from 1.2.249.5 port 57756 ssh2","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:23:33 1.2.3.1 2016-09-20T20:20:55 isisyd-1 sshd[77707]: error: PAM: authentication error for root from 1.2.249.5","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 20:23:23 1.2.3.1 2016-09-20T20:20:53 isisyd-1 sshd[77707]: error: PAM: authentication error for root from 1.2.249.5","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 19:09:36 1.2.3.4 2016-09-20T19:07:06 isisyd-4 audit_protocol[6224]: S-1-22-1-0|0|1|1.2.42.20|OPEN|SUCCESS|128|FILE|OPENED|4306501649|/ifs/data/README","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 19:09:36 1.2.3.4 2016-09-20T19:07:06 isisyd-4 audit_protocol[6224]: S-1-22-1-0|0|1|1.2.42.20|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 07:04:29 1.2.3.1 2016-09-20T06:51:32 isisyd-1 last message repeated 4 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 06:54:01 1.2.3.1 2016-09-20T06:51:32 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 06:32:26 1.2.3.1 2016-09-20T06:29:57 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 06:13:13 1.2.3.1 2016-09-20T06:10:44 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 05:32:25 1.2.3.1 2016-09-20T05:29:56 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 05:11:57 1.2.3.1 2016-09-20T05:02:33 isisyd-1 last message repeated 2 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 05:01:50 1.2.3.1 2016-09-20T04:59:20 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 04:29:03 1.2.3.1 2016-09-20T04:26:34 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 04:05:26 1.2.3.1 2016-09-20T04:02:29 isisyd-1 last message repeated 4 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 03:55:23 1.2.3.1 2016-09-20T03:52:54 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 03:30:55 1.2.3.1 2016-09-20T03:18:49 isisyd-1 last message repeated 2 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 03:20:42 1.2.3.1 2016-09-20T03:18:13 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 02:36:54 1.2.3.1 2016-09-20T02:29:50 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 02:26:54 1.2.3.1 2016-09-20T02:15:57 isisyd-1 last message repeated 2 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 02:16:54 1.2.3.1 2016-09-20T02:10:16 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 02:06:54 1.2.3.1 2016-09-20T01:53:57 isisyd-1 last message repeated 4 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 01:56:26 1.2.3.1 2016-09-20T01:53:57 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 01:41:53 1.2.3.1 2016-09-20T01:37:19 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 01:31:53 1.2.3.1 2016-09-20T01:19:20 isisyd-1 last message repeated 4 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 01:21:48 1.2.3.1 2016-09-20T01:19:19 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:57:53 1.2.3.1 2016-09-20T00:54:40 isisyd-1 last message repeated 2 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:57:09 1.2.3.1 2016-09-20T00:54:39 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:27:52 1.2.3.1 2016-09-20T00:24:49 isisyd-1 last message repeated 4 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:25:52 1.2.3.1 2016-09-20T00:22:38 isisyd-1 last message repeated 3 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:25:07 1.2.3.1 2016-09-20T00:22:38 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:23:00 1.2.3.1 2016-09-20T00:20:30 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:23:00 1.2.3.1 2016-09-20T00:20:30 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|131201|FILE|OPENED|4302897341|/ifs/.DS_Store","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:59 1.2.3.1 2016-09-20T00:20:30 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/README.txt:com.apple.LaunchServices.OpenWith","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:59 1.2.3.1 2016-09-20T00:20:30 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/upgrade_error_logs:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:58 1.2.3.1 2016-09-20T00:20:28 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:58 1.2.3.1 2016-09-20T00:20:28 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|DIR|OPENED|4305322426|/ifs/upgrade_error_logs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:57 1.2.3.1 2016-09-20T00:20:28 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|FILE|OPENED|4295163905|/ifs/README.txt","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:57 1.2.3.1 2016-09-20T00:20:28 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:57 1.2.3.1 2016-09-20T00:20:27 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:57 1.2.3.1 2016-09-20T00:20:27 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|FILE|OPENED|4295163905|/ifs/README.txt","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:56 1.2.3.1 2016-09-20T00:20:26 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:56 1.2.3.1 2016-09-20T00:20:26 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:56 1.2.3.1 2016-09-20T00:20:26 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/.snapshot:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:55 1.2.3.1 2016-09-20T00:20:26 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:55 1.2.3.1 2016-09-20T00:20:26 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|DIR|OPENED|2|/ifs/.snapshot","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:55 1.2.3.1 2016-09-20T00:20:25 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:55 1.2.3.1 2016-09-20T00:20:25 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|FILE|OPENED|4302897343|/ifs/.DS_Store:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:54 1.2.3.1 2016-09-20T00:20:25 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|FILE|OPENED|4302897341|/ifs/.DS_Store","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:54 1.2.3.1 2016-09-20T00:20:25 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:54 1.2.3.1 2016-09-20T00:20:25 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:54 1.2.3.1 2016-09-20T00:20:25 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|FILE|OPENED|4302897341|/ifs/.DS_Store","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:52 1.2.3.1 2016-09-20T00:20:23 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/BigData:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:51 1.2.3.1 2016-09-20T00:20:22 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:51 1.2.3.1 2016-09-20T00:20:22 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|DIR|OPENED|4299541576|/ifs/BigData","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:51 1.2.3.1 2016-09-20T00:20:21 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/.isilon:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:51 1.2.3.1 2016-09-20T00:20:21 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225506|129|FILE|SUPERSEDED||/ifs/.isilon","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:50 1.2.3.1 2016-09-20T00:20:21 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/.ifsvar:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:50 1.2.3.1 2016-09-20T00:20:21 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:50 1.2.3.1 2016-09-20T00:20:21 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|DIR|OPENED|4294967297|/ifs/.ifsvar","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:50 1.2.3.1 2016-09-20T00:20:20 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/netlog:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:49 1.2.3.1 2016-09-20T00:20:20 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:49 1.2.3.1 2016-09-20T00:20:20 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|DIR|OPENED|4307425634|/ifs/netlog","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:49 1.2.3.1 2016-09-20T00:20:20 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/temp:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:49 1.2.3.1 2016-09-20T00:20:19 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:49 1.2.3.1 2016-09-20T00:20:19 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|DIR|OPENED|4298375182|/ifs/temp","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:49 1.2.3.1 2016-09-20T00:20:19 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/home:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:48 1.2.3.1 2016-09-20T00:20:19 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:48 1.2.3.1 2016-09-20T00:20:19 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|DIR|OPENED|4295032841|/ifs/home","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:48 1.2.3.1 2016-09-20T00:20:19 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/foxc:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:48 1.2.3.1 2016-09-20T00:20:18 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:48 1.2.3.1 2016-09-20T00:20:18 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|DIR|OPENED|4300669626|/ifs/foxc","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:47 1.2.3.1 2016-09-20T00:20:18 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|FAILED:3221225524|129|FILE|SUPERSEDED||/ifs/data:AFP_AfpInfo","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:47 1.2.3.1 2016-09-20T00:20:18 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:47 1.2.3.1 2016-09-20T00:20:18 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|129|DIR|OPENED|4295163904|/ifs/data","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:47 1.2.3.1 2016-09-20T00:20:18 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:47 1.2.3.1 2016-09-20T00:20:17 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:47 1.2.3.1 2016-09-20T00:20:17 isisyd-1 last message repeated 7 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:42 1.2.3.1 2016-09-20T00:20:13 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:42 1.2.3.1 2016-09-20T00:20:13 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|1048705|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:42 1.2.3.1 2016-09-20T00:20:12 isisyd-1 last message repeated 3 times","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 00:22:42 1.2.3.1 2016-09-20T00:20:12 isisyd-1 audit_protocol[4561]: S-1-22-1-10|10|1|1.2.97.141|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.1",isilon,"udp:514","emc:isilon:syslog"
"Sep 19 22:25:21 1.2.3.4 2016-09-19T22:22:52 isisyd-4 audit_protocol[6224]: S-1-22-1-0|0|1|1.2.41.132|OPEN|FAILED:3221225524|1179785|FILE|SUPERSEDED||/ifs/data/Thumbs.db","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 19 22:25:21 1.2.3.4 2016-09-19T22:22:52 isisyd-4 audit_protocol[6224]: S-1-22-1-0|0|1|1.2.41.132|OPEN|SUCCESS|128|FILE|OPENED|4306501649|/ifs/data/README","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 19 22:25:21 1.2.3.4 2016-09-19T22:22:52 isisyd-4 audit_protocol[6224]: S-1-22-1-0|0|1|1.2.41.132|OPEN|SUCCESS|128|DIR|OPENED|2|/ifs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"Sep 19 22:24:51 1.2.3.4 2016-09-19T22:22:22 isisyd-4 audit_protocol[6224]: S-1-5-21-3337258480-1734265177-1672102317-14328|1000016|1|1.2.251.95|OPEN|SUCCESS|1048705|DIR|OPENED|4299541576|/ifs/BigData","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
