"_raw",host,index,source,sourcetype,time
"{""timestamp"": ""2016-07-21 12:58:40"", ""node"": ""1.2.246.130"", ""namespace"": ""protocols"", ""resume"": null}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/protocols/nfs/exports","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""node"": ""1.2.246.130"", ""exports"": {""commit_asynchronous"": false, ""read_only"": false, ""write_unstable_action"": ""UNSTABLE"", ""write_transfer_multiple"": 512, ""time_delta"": 1e-09, ""can_set_time"": true, ""map_retry"": true, ""write_transfer_max_size"": 1048576, ""write_datasync_reply"": ""DATASYNC"", ""read_transfer_multiple"": 512, ""read_only_clients"": [], ""max_file_size"": 9223372036854775807, ""map_full"": true, ""description"": """", ""write_datasync_action"": ""DATASYNC"", ""read_write_clients"": [], ""setattr_asynchronous"": false, ""root_clients"": [], ""read_transfer_size"": 131072, ""security_flavors"": [""unix""], ""readdirplus"": true, ""paths"": [""/ifs/scripts""], ""block_size"": 8192, ""unresolved_clients"": [], ""id"": 10, ""write_transfer_size"": 524288, ""encoding"": ""DEFAULT"", ""symlinks"": true, ""map_all"": {}, ""return_32bit_file_ids"": false, ""map_root"": {""user"": ""root"", ""groups"": [""""]}, ""write_filesync_reply"": ""FILESYNC"", ""snapshot"": ""-"", ""clients"": [], ""write_unstable_reply"": ""UNSTABLE"", ""write_filesync_action"": ""FILESYNC"", ""conflicting_paths"": [], ""readdirplus_prefetch"": 10, ""all_dirs"": false, ""map_lookup_uid"": false, ""read_transfer_max_size"": 1048576, ""directory_transfer_size"": 131072}, ""namespace"": ""protocols""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/protocols/nfs/exports","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""node"": ""1.2.246.130"", ""exports"": {""commit_asynchronous"": false, ""read_only"": false, ""write_unstable_action"": ""UNSTABLE"", ""write_transfer_multiple"": 512, ""time_delta"": 1e-09, ""can_set_time"": true, ""map_retry"": true, ""write_transfer_max_size"": 1048576, ""write_datasync_reply"": ""DATASYNC"", ""read_transfer_multiple"": 512, ""read_only_clients"": [], ""max_file_size"": 9223372036854775807, ""map_full"": true, ""description"": ""InsightIQ FSA - SYSTEM EXPORT"", ""write_datasync_action"": ""DATASYNC"", ""read_write_clients"": [], ""setattr_asynchronous"": false, ""root_clients"": [], ""read_transfer_size"": 131072, ""security_flavors"": [""unix""], ""readdirplus"": true, ""paths"": [""/ifs/.ifsvar/modules/fsa""], ""block_size"": 8192, ""unresolved_clients"": [], ""id"": 4, ""write_transfer_size"": 524288, ""encoding"": ""DEFAULT"", ""symlinks"": true, ""map_all"": {}, ""return_32bit_file_ids"": false, ""map_root"": {""user"": ""root"", ""groups"": [""""]}, ""write_filesync_reply"": ""FILESYNC"", ""snapshot"": ""-"", ""clients"": [], ""write_unstable_reply"": ""UNSTABLE"", ""write_filesync_action"": ""FILESYNC"", ""conflicting_paths"": [], ""readdirplus_prefetch"": 10, ""all_dirs"": false, ""map_lookup_uid"": false, ""read_transfer_max_size"": 1048576, ""directory_transfer_size"": 131072}, ""namespace"": ""protocols""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/protocols/nfs/exports","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""node"": ""1.2.246.130"", ""exports"": {""commit_asynchronous"": false, ""read_only"": false, ""write_unstable_action"": ""UNSTABLE"", ""write_transfer_multiple"": 512, ""time_delta"": 1e-09, ""can_set_time"": true, ""map_retry"": true, ""write_transfer_max_size"": 1048576, ""write_datasync_reply"": ""DATASYNC"", ""read_transfer_multiple"": 512, ""read_only_clients"": [], ""max_file_size"": 9223372036854775807, ""map_full"": true, ""description"": """", ""write_datasync_action"": ""DATASYNC"", ""read_write_clients"": [], ""setattr_asynchronous"": false, ""root_clients"": [], ""read_transfer_size"": 131072, ""security_flavors"": [""unix""], ""readdirplus"": true, ""paths"": [""/ifs/data""], ""block_size"": 8192, ""unresolved_clients"": [], ""id"": 2, ""write_transfer_size"": 524288, ""encoding"": ""DEFAULT"", ""symlinks"": true, ""map_all"": {}, ""return_32bit_file_ids"": false, ""map_root"": {""user"": ""root"", ""groups"": [""""]}, ""write_filesync_reply"": ""FILESYNC"", ""snapshot"": ""-"", ""clients"": [], ""write_unstable_reply"": ""UNSTABLE"", ""write_filesync_action"": ""FILESYNC"", ""conflicting_paths"": [], ""readdirplus_prefetch"": 10, ""all_dirs"": false, ""map_lookup_uid"": false, ""read_transfer_max_size"": 1048576, ""directory_transfer_size"": 131072}, ""namespace"": ""protocols""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/protocols/nfs/exports","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""node"": ""1.2.246.130"", ""exports"": {""commit_asynchronous"": false, ""read_only"": false, ""write_unstable_action"": ""UNSTABLE"", ""write_transfer_multiple"": 512, ""time_delta"": 1e-09, ""can_set_time"": true, ""map_retry"": true, ""write_transfer_max_size"": 1048576, ""write_datasync_reply"": ""DATASYNC"", ""read_transfer_multiple"": 512, ""read_only_clients"": [], ""max_file_size"": 9223372036854775807, ""map_full"": true, ""description"": ""Default export"", ""write_datasync_action"": ""DATASYNC"", ""read_write_clients"": [], ""setattr_asynchronous"": false, ""root_clients"": [], ""read_transfer_size"": 131072, ""security_flavors"": [""unix""], ""readdirplus"": true, ""paths"": [""/ifs""], ""block_size"": 8192, ""unresolved_clients"": [], ""id"": 1, ""write_transfer_size"": 524288, ""encoding"": ""DEFAULT"", ""symlinks"": true, ""map_all"": {}, ""return_32bit_file_ids"": false, ""map_root"": {""user"": ""root"", ""groups"": [""""]}, ""write_filesync_reply"": ""FILESYNC"", ""snapshot"": ""-"", ""clients"": [], ""write_unstable_reply"": ""UNSTABLE"", ""write_filesync_action"": ""FILESYNC"", ""conflicting_paths"": [], ""readdirplus_prefetch"": 10, ""all_dirs"": true, ""map_lookup_uid"": false, ""read_transfer_max_size"": 1048576, ""directory_transfer_size"": 131072}, ""namespace"": ""protocols""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/protocols/nfs/exports","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""node"": ""1.2.246.130"", ""total"": 4, ""namespace"": ""protocols""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/protocols/nfs/exports","emc:isilon:rest","21-07-2016 12:58:40"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41"", ""namespace"": ""protocols"", ""resume"": null}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/protocols/smb/shares","emc:isilon:rest","21-07-2016 12:58:41"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41"", ""namespace"": ""protocols"", ""total"": 3}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/protocols/smb/shares","emc:isilon:rest","21-07-2016 12:58:41"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41"", ""shares"": {""browsable"": true, ""inheritable_path_acl"": false, ""create_permissions"": ""default acl"", ""directory_create_mask"": 448, ""file_create_mask"": 448, ""id"": ""ifs"", ""zid"": 1, ""oplocks"": true, ""auto_create_directory"": false, ""access_based_enumeration"": false, ""mangle_byte_start"": 60672, ""file_create_mode"": 64, ""permissions"": [{""trustee"": {""id"": ""SID:S-1-1-0"", ""type"": ""wellknown"", ""name"": ""Everyone""}, ""permission_type"": ""allow"", ""permission"": ""full""}], ""mangle_map"": [""0x01-0x1F:-1"", ""0x22:-1"", ""0x2A:-1"", ""0x3A:-1"", ""0x3C:-1"", ""0x3E:-1"", ""0x3F:-1"", ""0x5C:-1""], ""access_based_enumeration_root_only"": false, ""description"": ""Isilon OneFS"", ""host_acl"": [], ""allow_delete_readonly"": false, ""path"": ""/ifs"", ""impersonate_guest"": ""never"", ""run_as_root"": [], ""ntfs_acl_support"": true, ""change_notify"": ""norecurse"", ""allow_variable_expansion"": false, ""hide_dot_files"": false, ""impersonate_user"": """", ""csc_policy"": ""manual"", ""allow_execute_always"": false, ""name"": ""ifs"", ""strict_locking"": false, ""strict_flush"": true, ""directory_create_mode"": 0}, ""namespace"": ""protocols""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/protocols/smb/shares","emc:isilon:rest","21-07-2016 12:58:41"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:58:41"", ""shares"": {""browsable"": true, ""inheritable_path_acl"": true, ""create_permissions"": ""default acl"", ""directory_create_mask"": 448, ""file_create_mask"": 448, ""id"": ""WestPacReplicationTest"", ""zid"": 1, ""oplocks"": true, ""auto_create_directory"": false, ""access_based_enumeration"": false, ""mangle_byte_start"": 60672, ""file_create_mode"": 64, ""permissions"": [{""trustee"": {""id"": ""SID:S-1-1-0"", ""type"": ""wellknown"", ""name"": ""Everyone""}, ""permission_type"": ""allow"", ""permission"": ""read""}], ""mangle_map"": [""0x01-0x1F:-1"", ""0x22:-1"", ""0x2A:-1"", ""0x3A:-1"", ""0x3C:-1"", ""0x3E:-1"", ""0x3F:-1"", ""0x5C:-1""], ""access_based_enumeration_root_only"": false, ""description"": """", ""host_acl"": [], ""allow_delete_readonly"": false, ""path"": ""/ifs/data/WestPacReplicationTest"", ""impersonate_guest"": ""never"", ""run_as_root"": [], ""ntfs_acl_support"": true, ""change_notify"": ""norecurse"", ""allow_variable_expansion"": false, ""hide_dot_files"": false, ""impersonate_user"": """", ""csc_policy"": ""manual"", ""allow_execute_always"": false, ""name"": ""WestPacReplicationTest"", ""strict_locking"": false, ""strict_flush"": true, ""directory_create_mode"": 0}, ""namespace"": ""protocols""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/protocols/smb/shares","emc:isilon:rest","21-07-2016 12:58:41"
