PowerShell%20Script
Mozilla%2f5.0%20(compatible%3b%20MSIE%209.0%3b%20Windows%20NT%206.1%3b%20WOW64%3b%20Trident%2f5.0)
Mozilla%2f5.0%20(Windows%20NT%205.1%3b%20rv%3a18.0%203708961097893749752)%20Gecko%2f20100101%20Firefox%2f18.0%20NIELSEN
Mozilla%2f5.0%20(Linux%3b%20U%3b%20Android%204.3%3b%20de-de%3b%20GT-I9300%20Build%2fJSS15J)%20AppleWebKit%2f534.30%20(KHTML,%20like%20Gecko)%20Version%2f4.0%20Mobile%20Safari%2f534.30
Mozilla%2f5.0%20(Windows%20NT%206.2%3b%20WOW64%3b%20rv%3a35.0)%20Gecko%2f20100101%20Firefox%2f35.0
Mozilla%2f5.0%20(iPhone%3b%20CPU%20iPhone%20OS%208_1_2%20like%20Mac%20OS%20X)%20AppleWebKit%2f600.1.4%20(KHTML,%20like%20Gecko)%20Mobile%2f12B440%20SkavaMobileApp
Mozilla%2f4.0%20(compatible%3b%20MSIE%208.0%3b%20Windows%20NT%206.1%3b%20WOW64%3b%20Trident%2f4.0%3b%20SLCC2%3b%20.NET%20CLR%202.0.50727%3b%20.NET%20CLR%203.5.30729%3b%20.NET%20CLR%203.0.30729%3b%20Media%20Center%20PC%206.0%3b%20.NET4.0C%3b%20.NET4.0E)
Mozilla%2f5.0%20(Windows%20NT%206.1%3b%20rv%3a27.0)%20Gecko%2f20100101%20Firefox%2f27.0
Dalvik%2f1.6.0%20(Linux%3b%20U%3b%20Android%204.4.4%3b%20SAMSUNG-SM-N910A%20Build%2fKTU84P)
Mozilla%2f5.0%20(Linux%3b%20Android%204.4.2%3b%20SM-P601%20Build%2fKOT49H)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.109%20Safari%2f537.36
Mozilla%2f5.0%20(Linux%3b%20U%3b%20Android%202.3%3b%20en-us)%20AppleWebKit%2f999+%20(KHTML,%20like%20Gecko)%20Safari%2f999.9
Mozilla%2f5.0%20(Linux%3b%20U%3b%20Android%202.2%3b%20en-us%3b%20DROID2%20GLOBAL%20Build%2fS273)%20AppleWebKit%2f533.1%20(KHTML,%20like%20Gecko)%20Version%2f4.0%20Mobile%20Safari%2f533.1
Mozilla%2f5.0%20(X11%3b%20CrOS%20x86_64%206457.94.0)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.114%20Safari%2f537.36
Mozilla%2f5.0%20(compatible%3b%20MSIE%2010.0%3b%20Windows%20NT%206.2%3b%20Trident%2f6.0)
Mozilla%2f5.0%20(Linux%3b%20Android%204.4.2%3b%20PO%238701%20TAQ-10122%20Build%2fKVT49L)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Version%2f4.0%20Chrome%2f30.0.0.0%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.1%3b%20WOW64)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.111%20Safari%2f537.36
Mozilla%2f4.0%20(compatible%3b%20MSIE%208.0%3b%20Windows%20NT%206.0%3b%20Trident%2f4.0%3b%20SLCC1%3b%20.NET%20CLR%202.0.50727%3b%20.NET%20CLR%203.5.30729%3b%20.NET%20CLR%203.0.30729)
Mozilla%2f5.0%20(Windows%20NT%206.1)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.115%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.1)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f31.0.1650.63%20Safari%2f537.36
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_10_2)%20AppleWebKit%2f600.3.18%20(KHTML,%20like%20Gecko)%20Version%2f8.0.3%20Safari%2f600.3.18
Mozilla%2f5.0%20(Linux%3b%20U%3b%20Android%204.4.3%3b%20en-us%3b%20KFARWI%20Build%2fKTU84M)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Silk%2f3.46%20like%20Chrome%2f37.0.2026.117%20Safari%2f537.36
Mozilla%2f5.0%20(iPad%3b%20CPU%20OS%208_1_3%20like%20Mac%20OS%20X)%20AppleWebKit%2f600.1.4%20(KHTML,%20like%20Gecko)%20Version%2f8.0%20Mobile%2f12B466%20Safari%2f600.1.4
Mozilla%2f5.0%20(X11%3b%20CrOS%20x86_64%205978.98.1)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f37.0.2062.120%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%3b%20U%3b%20Windows%20NT%206.1%3b%20en-US)%20AppleWebKit%2f531.21.8%20(KHTML,%20like%20Gecko)%20Version%2f4.0.4%20Safari%2f531.21.10
Mozilla%2f5.0%20(Linux%3b%20U%3b%20Android%204.4.2%3b%20en-us%3b%20SPH-L710%20Build%2fKOT49H)%20AppleWebKit%2f534.30%20(KHTML,%20like%20Gecko)%20Version%2f4.0%20Mobile%20Safari%2f534.30
Mozilla%2f5.0%20(Linux%3b%20U%3b%20Android%204.4.2%3b%20en-us%3b%20SAMSUNG-SM-G900A%20Build%2fKOT49H)%20AppleWebKit%2f537.16%20(KHTML,%20like%20Gecko)%20Version%2f4.0%20Mobile%20Safari%2f537.16
Mozilla%2f5.0%20(Linux%3b%20Android%204.4.2%3b%20SM-G900F%20Build%2fKOT49H)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f39.0.2171.93%20Mobile%20Safari%2f537.36
Mozilla%2f5.0%20(compatible%3b%20MSIE%209.0%3b%20Windows%20NT%206.1%3b%20Trident%2f5.0)
Mozilla%2f5.0%20(Windows%3b%20U%3b%20Win98%3b%20en-US%3b%20rv%3a0.9.2)%20Gecko%2f20010726%20Netscape6%2f6.1
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010.6%3b%20rv%3a35.0)%20Gecko%2f20100101%20Firefox%2f35.0
Mozilla%2f5.0%20(Linux%3b%20Android%204.4.2%3b%20SAMSUNG-SM-T537A%20Build%2fKOT49H)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.109%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.1%3b%20WOW64%3b%20rv%3a35.0)%20Gecko%2f20100101%20Firefox%2f35.0
Mozilla%2f5.0%20(Windows%3b%20U%3b%20Windows%20NT%205.1%3b%20en-US%3b%20rv%3a1.9.0.1)%20Gecko%2f2008070208%20Firefox%2f3.0.1
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_8_5)%20AppleWebKit%2f537.78.2%20(KHTML,%20like%20Gecko)%20Version%2f6.1.6%20Safari%2f537.78.2
NSPlayer%2f12.00.7600.16385%20WMFSDK%2f12.00.7600.16385
Mozilla%2f5.0%20(Linux%3b%20Android%204.4.4%3b%20A0001%20Build%2fKTU84Q)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.109%20Mobile%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.1)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f39.0.2171.95%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%3b%20U%3b%20Windows%20NT%206.1%3b%20en-US%3b%20Valve%20Steam%20Client%2f1424305157%3b%20)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f35.0.1916.86%20Safari%2f537.36
Mozilla%2f5.0%20(Linux%3b%20Android%204.1.2%3b%20GT-I8190%20Build%2fJZO54K)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.109%20Mobile%20Safari%2f537.36
Mozilla%2f5.0%20(iPad%3b%20CPU%20OS%208_1_1%20like%20Mac%20OS%20X)%20AppleWebKit%2f600.1.4%20(KHTML,%20like%20Gecko)%20Version%2f8.0%20Mobile%2f12B435%20Safari%2f600.1.4
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_9_5)%20AppleWebKit%2f600.3.18%20(KHTML,%20like%20Gecko)%20Version%2f7.1.3%20Safari%2f537.85.12
Mozilla%2f5.0%20(Linux%3b%20U%3b%20Android%202.1-update1%3b%20de-de%3b%20E10i%20Build%2f2.0.2.A.0.24)%20AppleWebKit%2f530.17%20(KHTML,%20like%20Gecko)%20Version%2f4.0%20Mobile%20Safari%2f530.17
Mozilla%2f5.0%20(Linux%3b%20Android%204.4.4%3b%20SAMSUNG-SGH-I337%20Build%2fKTU84P)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.109%20Mobile%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.0)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.115%20Safari%2f537.36
Mozilla%2f5.0%20(BB10%3b%20Touch)%20AppleWebKit%2f537.35+%20(KHTML,%20like%20Gecko)%20Version%2f10.2.1.2228%20Mobile%20Safari%2f537.35+
Mozilla%2f5.0%20(Linux%3b%20Android%204.4.2%3b%20en-gb%3b%20SAMSUNG%20SM-T530%20Build%2fKOT49H)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Version%2f1.5%20Chrome%2f28.0.1500.94%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.3%3b%20WOW64)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f36.0.1985.143%20Safari%2f537.36
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_9_4)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.111%20Safari%2f537.36
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_10_2)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.111%20Safari%2f537.36
Mozilla%2f4.0%20(compatible%3b%20MSIE%207.0%3b%20Windows%20NT%205.1%3b%20GTB7.3%3b%20.NET%20CLR%201.1.4322%3b%20.NET%20CLR%202.0.50727%3b%20.NET%20CLR%203.0.04506.30%3b%20.NET%20CLR%203.0.04506.648)
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_9_5)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.115%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.3%3b%20WOW64)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f39.0.2171.71%20Safari%2f537.36
Mozilla%2f5.0%20(X11%3b%20U%3b%20Linux%20x86_64%3b%20en-US)%20AppleWebKit%2f532.0%20(KHTML,%20like%20Gecko)%20Chrome%2f4.0.207.0%20Safari%2f532.0%20MSIE%206.0
Mozilla%2f5.0%20(iPhone%3b%20CPU%20iPhone%20OS%208_1_3%20like%20Mac%20OS%20X)%20AppleWebKit%2f600.1.4%20(KHTML,%20like%20Gecko)%20Version%2f8.0%20Mobile%2f12B466%20Safari%2f600.1.4
Mozilla%2f5.0%20(eBayAndroid%202.5.1.1%3b%20Android%204.4.2%3b%20de_DE)%20AppleWebKit%2f533.1%20(KHTML,%20like%20Gecko)
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_9_5)%20AppleWebKit%2f600.2.5%20(KHTML,%20like%20Gecko)%20Version%2f7.1.2%20Safari%2f537.85.11
Wget%2f1.12%20(linux-gnu)
Mozilla%2f5.0%20(iPhone%3b%20CPU%20iPhone%20OS%208_1_2%20like%20Mac%20OS%20X%3b%20zh-CN)%20AppleWebKit%2f537.51.1%20(KHTML,%20like%20Gecko)%20Mobile%2f12B440%20UCBrowser%2f10.3.0.547%20Mobile
Mozilla%2f5.0%20(compatible%3b%20MSIE%209.0%3b%20Windows%20NT%206.1%3b%20Win64%3b%20x64%3b%20Trident%2f5.0)
Mozilla%2f5.0%20(Linux%3b%20Android%204.4.4%3b%20SM-G901F%20Build%2fKTU84P)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.109%20Mobile%20Safari%2f537.36
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_7_5)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.115%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.1%3b%20Win64%3b%20x64%3b%20rv%3a25.0)%20Gecko%2f20100101%20Firefox%2f25.0
Mozilla%2f5.0%20(Linux%3b%20Android%205.0.2%3b%20HTCONE%20Build%2fLRX22F)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Version%2f4.0%20Chrome%2f33.0.0.0%20Mobile%20Safari%2f537.36
POS%2f1518_1%20CFNetwork%2f711.1.16%20Darwin%2f14.0.0
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_6_8)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.115%20Safari%2f537.36
Mozilla%2f5.0%20(Linux%3b%20Android%204.2.2%3b%20Le%20Pan%20TC802A%20Build%2fJDQ39)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.109%20Safari%2f537.36
Mozilla%2f5.0%20(iPhone%3b%20CPU%20iPhone%20OS%208_1_2%20like%20Mac%20OS%20X)%20AppleWebKit%2f600.1.4%20(KHTML,%20like%20Gecko)%20Version%2f8.0%20Mobile%2f12B440%20Safari%2f600.1.4
Mozilla%2f5.0%20(Windows%20NT%205.1)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.115%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.1)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.111%20Safari%2f537.36
Mozilla%2f5.0%20(iPad%3b%20CPU%20OS%207_1%20like%20Mac%20OS%20X)%20AppleWebKit%2f537.51.1%20(KHTML,%20like%20Gecko)%20CriOS%2f33.0.1750.21%20Mobile%2f11D167%20Safari%2f9537.53
Mozilla%2f5.0%20(compatible%3b%20MSIE%2010.0%3b%20Windows%20NT%206.1%3b%20WOW64%3b%20Trident%2f6.0)
Mozilla%2f5.0%20(Windows%20NT%206.3%3b%20WOW64)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.111%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.3%3b%20Win64%3b%20x64%3b%20Trident%2f7.0%3b%20Touch%3b%20rv%3a11.0)%20like%20Gecko
Mozilla%2f5.0%20(Windows%20NT%206.2%3b%20WOW64)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f38.0.2125.111%20Safari%2f537.36
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010_10_1)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f40.0.2214.115%20Safari%2f537.36
Mozilla%2f5.0%20(Linux%3b%20Android%204.4.2%3b%20de-de%3b%20SAMSUNG%20GT-I9505%2fI9505XXUGNJ5%20Build%2fKOT49H)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Version%2f1.5%20Chrome%2f28.0.1500.94%20Mobile%20Safari%2f537.36
Mozilla%2f5.0%20(Windows%20NT%206.1%3b%20WOW64)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f38.0.2125.104%20Safari%2f537.36
Opera%2f9.80%20(J2ME%2fMIDP%3b%20Opera%20Mini%2f8.0.35763%2f35.7598%3b%20U%3b%20en)%20Presto%2f2.8.119%20Version%2f11.10
Mozilla%2f5.0%20(Linux%3b%20Android%205.0%3b%20de-de%3b%20SAMSUNG%20SM-G900F%20Build%2fLRX21T)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Version%2f2.1%20Chrome%2f34.0.1847.76%20Mobile%20Safari%2f537.36
Mozilla%2f5.0%20(Macintosh%3b%20U%3b%20Intel%20Mac%20OS%20X%2010.5%3b%20en-US%3b%20rv%3a1.9.0.1)%20Gecko%2f2008070206%20Firefox%2f3.0.1
AppleCoreMedia%2F1.0.0.13U717%20(Apple%20TV%3B%20U%3B%20CPU%20OS%209_1_1%20like%20Mac%20OS%20X%3B%20en_us)
AppleCoreMedia%2F1.0.0.13U717%20(Apple%20TV%3B%20U%3B%20CPU%20OS%209_1_1%20like%20Mac%20OS%20X%3B%20fr_fr)
AppleCoreMedia%2f1.0.0.12F69%20(Apple%20TV%3b%20U%3b%20CPU%20OS%208_3%20like%20Mac%20OS%20X%3b%20en_us)
AppleCoreMedia%2f1.0.0.11D258%20(Apple%20TV%3b%20U%3b%20CPU%20OS%207_1_2%20like%20Mac%20OS%20X%3b%20en_us)
AppleCoreMedia%2f1.0.0.13T396%20(Apple%20TV%3b%20U%3b%20CPU%20OS%209_0%20like%20Mac%20OS%20X%3b%20en_us)
AppleCoreMedia%2f1.0.0.13U85%20(Apple%20TV%3b%20U%3b%20CPU%20OS%209_1%20like%20Mac%20OS%20X%3b%20en_us)
ANVSDK%20ios.3.15.2.l.R3%20(iPad%3b%20IOS%209.2.1%20like%20Mac%20OS%20X)
ANVSDK%20ios.3.15.2.l.R3%20(iPhone%3b%20IOS%209.2.1%20like%20Mac%20OS%20X)
ANVSDK%20ios.3.15.2.i%20(iPad%3b%20IOS%209.2.1%20like%20Mac%20OS%20X)
ANVSDK%20ios.3.15.2.l.R3%20(iPad%3b%20IOS%209.2%20like%20Mac%20OS%20X)
ANVSDK%20ios.3.15.2.l.R3%20(iPad%3b%20IOS%208.3%20like%20Mac%20OS%20X)
ANVSDK%20ios.3.15.2.i%20(iPhone%3b%20IOS%209.2.1%20like%20Mac%20OS%20X)
ejabberd
Apache-HttpClient%2f4.3.5%20(java%201.5)
Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010.11%3b%20rv%3a45.0)%20Gecko%2f20100101%20Firefox%2f45.0
Mozilla%2f5.0%20(Windows%20NT%205.1)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f49.0.2623.112%20Safari%2f537.36
Mozilla%2f5.0%20(Linux%3b%20Android%205.0%3b%20SM-G900V%20Build%2fLRX21T)%20AppleWebKit%2f537.36%20(KHTML,%20like%20Gecko)%20Chrome%2f49.0.2623.105%20Mobile%20Safari%2f537.36
Apache-HttpClient%2f4.1.2%20(java%201.5)
Java%2f1.8.0_77
Java%2f1.8.0_40
Pinterest%2f0.2%20(+http%3a%2f%2fwww.pinterest.com%2f)
Java%2f1.7.0_91
Java%2f1.8.0_45
Apache-HttpClient%2f4.2.3%20(java%201.5)
Java%2f1.7.0_51
curl%2f7.38.0
Java%2f1.6.0_35
Ruby
Twitterbot%2f1.0
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
#RANDOM#
